,lightLevel,lightColor,peaople_sound,o2,co2,lpg,alcohol,methane,co,h2,nitric,ch2o,voc,Temp,Humad,Rtemp,air_speed
2571,0.5,4059,64.5333,20.21,514.9891,2.4112,0.0024,0.2234,5.739,44.6774,0.3683,0.4005,3.2148,22.6,58.95,22,135
2572,0.41,4119,18.3333,20.14,493.534,2.4981,0.0023,0.2139,5.8305,44.8721,0.4522,0.3668,3.2148,22.6,58.75,22,135
2573,0.29,4119,48.8,20.18,495.1262,2.4255,0.0024,0.2234,5.7846,44.4826,0.5292,0.4005,4.0057,22.6,58.85,21,135
2574,0.43,4119,20.35,20.18,493.2624,2.4544,0.0024,0.2234,5.739,44.8721,0.3683,0.3668,2.4563,22.35,59.0,21,136
2575,0.46,4119,87.0167,20.24,523.8882,2.3685,0.0024,0.2202,5.8305,44.1903,0.4705,0.3668,3.2148,22.6,59.0,21,135
2576,0.5,4119,19.4,20.21,495.2752,2.4981,0.0026,0.2139,5.8764,44.9694,0.5714,0.3668,2.4563,22.6,59.05,19,137
2577,0.5,4119,56.2333,20.25,530.0097,2.3969,0.0024,0.2234,5.8764,44.6774,0.4705,0.3668,2.4563,22.6,59.0,21,134
2578,0.5,4189,20.0333,20.15,501.8281,2.4835,0.0023,0.2139,5.8764,44.9694,0.6635,0.4005,4.0057,22.1,58.95,18,138
2579,0.5,4140,39.35,20.23,481.4275,2.4112,0.0024,0.2266,5.8764,44.4826,0.4705,0.3668,3.2148,22.6,59.0,22,135
2580,0.01,4140,19.6167,20.21,526.8565,2.4835,0.0024,0.217,5.8305,44.9694,0.6161,0.3351,4.0057,22.6,59.0,23,137
2581,0.01,4140,29.7167,20.19,513.3587,2.3124,0.0023,0.2234,5.8305,44.0928,0.3531,0.3351,4.0057,22.35,59.0,20,135
2582,0.02,4210,20.2,20.21,477.1648,2.4835,0.0024,0.2139,5.8305,44.8721,0.6161,0.3668,4.0057,22.6,59.1,23,136
2583,0.74,4210,23.4667,20.23,515.915,2.3544,0.0024,0.2266,5.8305,44.1903,0.6161,0.4361,4.8246,22.35,59.1,18,135
2584,0.97,4199,19.2,20.19,501.9919,2.4835,0.0024,0.2139,5.8305,45.164,0.5714,0.4005,2.4563,22.6,59.0,21,133
2585,1.03,4183,19.6167,20.18,522.913,2.3827,0.0024,0.2299,5.8764,44.0928,0.6394,0.3668,3.2148,22.6,59.1,22,135
2586,0.69,4230,20.9667,20.24,545.3082,2.4835,0.0025,0.2234,5.8305,44.9694,0.5934,0.3668,3.2148,22.6,59.15,24,135
2587,0.72,4230,20.6667,20.27,513.9825,2.3685,0.0025,0.2266,5.8305,44.0928,0.6394,0.3668,3.2148,22.6,59.1,21,136
2588,0.86,4290,20.6833,20.2,528.9273,2.4835,0.0024,0.217,5.8305,45.0667,0.5292,0.3351,3.2148,22.6,59.15,21,134
2589,0.91,4251,19.4167,20.3,510.3909,2.3827,0.0025,0.2266,5.9688,44.6774,0.5091,0.3351,4.0057,22.6,59.25,20,136
2590,1.02,4324,20.8,20.19,517.9086,2.4689,0.0024,0.2266,5.8764,44.9694,0.6161,0.3668,3.2148,22.35,59.15,20,136
2591,1.03,4310,19.0667,20.28,538.246,2.4112,0.0024,0.2299,5.8764,44.3852,0.4705,0.3668,4.8246,22.6,59.25,20,135
2592,0.5,4345,21.6667,20.23,530.6949,2.5275,0.0024,0.2234,5.8305,45.0667,0.5714,0.3668,4.0057,22.6,59.25,22,135
2593,0.5,4331,20.55,20.21,553.246,2.3827,0.0024,0.2299,5.7846,44.2877,0.4522,0.3351,3.2148,22.6,59.35,21,134
2594,0.01,4365,42.55,20.21,521.4347,2.4835,0.0024,0.2299,5.8305,45.0667,0.55,0.4005,3.2148,22.35,59.4,19,136
2595,0.01,4365,19.6667,20.21,567.0287,2.4399,0.0026,0.2299,5.7846,44.7748,0.4343,0.4005,4.8246,22.35,59.4,20,137
2596,0.02,4365,34.5833,20.19,542.614,2.4981,0.0024,0.2299,5.9226,44.8721,0.4705,0.4005,4.0057,22.6,59.45,21,155
2597,0.74,4350,20.4833,20.27,551.4388,2.4689,0.0024,0.2299,5.7846,44.58,0.55,0.4005,4.0057,22.625,59.45,20,136
2598,0.97,4350,24.05,20.18,514.8395,2.4981,0.0024,0.2266,5.9226,44.8721,0.5292,0.4005,5.6685,22.35,59.4,19,144
2599,0.61,4311,20.7167,20.27,526.5257,2.4835,0.0023,0.2299,5.6935,45.0667,0.7667,0.3668,4.0057,22.35,59.45,18,136
2600,0.67,4311,42.7833,20.18,577.965,2.4981,0.0025,0.2299,5.9226,45.164,0.5934,0.3668,3.2148,22.35,59.4,18,141
2601,0.06,4385,20.3,20.21,564.4114,2.4544,0.0024,0.2332,5.739,44.8721,0.6161,0.3668,2.4563,22.35,59.45,22,137
2602,0.67,4335,29.65,20.21,584.9712,2.5275,0.0024,0.2266,5.8764,44.8721,0.5714,0.3668,4.8246,22.375,59.45,21,137
2603,0.67,4311,20.6833,20.28,583.9115,2.5128,0.0024,0.2365,5.6935,45.164,0.4522,0.4005,3.2148,22.625,59.5,21,136
2604,0.67,4385,50.05,20.19,553.28,2.5128,0.0024,0.2266,5.8305,44.9694,0.6882,0.3351,4.8246,22.35,59.45,17,135
2605,0.67,4365,19.4167,20.21,592.9287,2.5128,0.0023,0.2332,5.739,44.9694,0.4522,0.4005,4.0057,22.35,59.45,18,136
2606,0.67,4365,34.3,20.21,543.1091,2.5128,0.0024,0.2332,5.8764,44.9694,0.4343,0.3668,4.0057,22.625,59.5,23,132
2607,0.67,4350,20.2667,20.2,571.6324,2.5128,0.0024,0.2365,5.739,45.164,0.5714,0.4005,3.2148,22.65,59.55,21,135
2608,1.67,4350,27.65,20.24,559.4029,2.5423,0.0024,0.2332,6.0153,45.2613,0.5714,0.3668,4.0057,22.125,59.55,19,133
2609,0.055,4370,19.8333,20.22,571.485,2.5275,0.0025,0.2365,5.7846,45.164,0.417,0.3668,2.4563,22.625,59.5,21,134
2610,1.95,4370,24.5167,20.18,602.5956,2.5423,0.0024,0.2332,5.9688,45.164,0.5091,0.4005,4.0057,22.625,59.55,21,133
2611,1.95,4445,20.5833,20.27,585.9239,2.5275,0.0025,0.2365,5.7846,45.0667,0.4895,0.3668,3.2148,22.4,59.55,20,135
2612,1.995,4445,83.05,20.16,568.6291,2.5572,0.0024,0.2365,6.1086,45.164,0.6635,0.3668,4.8246,22.625,59.65,19,134
2613,1.43,4445,19.5333,20.18,622.6327,2.5128,0.0024,0.2299,5.7846,45.164,0.4705,0.3668,2.4563,22.4,59.55,19,136
2614,1.95,4445,56.7333,20.23,577.3572,2.5423,0.0024,0.2365,6.0619,45.2613,0.6882,0.4005,3.2148,22.65,59.65,20,134
2615,2.01,4445,20.7333,20.15,586.2341,2.5572,0.0025,0.2332,5.8764,45.164,0.4522,0.4005,3.2148,22.65,59.55,21,135
2616,1.95,4395,41.7167,20.22,578.2813,2.5275,0.0024,0.2365,6.0153,45.2613,0.5292,0.4005,4.8246,22.4,59.55,18,134
2617,1.38,4465,20.5833,20.16,622.4946,2.5572,0.0024,0.2332,5.9226,45.0667,0.4003,0.4005,4.0057,22.65,59.75,18,135
2618,1.51,4465,74.2833,20.2,631.6173,2.4544,0.0025,0.2365,5.9688,44.8721,0.4895,0.4005,3.2148,22.4,59.75,19,137
2619,1.41,4484,19.0667,20.19,627.1982,2.5275,0.0024,0.2299,5.9688,45.0667,0.6882,0.4005,3.2148,22.4,59.55,20,136
2620,1.84,4478,47.7,20.22,628.0982,2.5423,0.0025,0.2365,6.0153,44.9694,0.5292,0.4005,3.2148,22.65,59.65,20,136
2621,1.72,4504,19.8167,20.24,657.1219,2.5721,0.0026,0.2365,5.9688,45.0667,0.5091,0.4005,3.2148,22.4,59.75,19,136
2622,1.82,4504,83.4167,20.22,631.0014,2.4112,0.0025,0.2365,6.0619,44.6774,0.6394,0.3668,4.0057,22.65,59.65,20,135
2623,1.91,4504,18.8333,20.21,615.4405,2.5423,0.0024,0.2266,6.0153,45.0667,0.4003,0.3668,3.2148,22.9,59.75,21,135
2624,1.91,4504,54.3667,20.21,628.8082,2.4689,0.0024,0.2466,5.9688,44.58,0.5934,0.3052,3.2148,22.65,59.75,23,136
2625,1.86,4504,18.15,20.23,618.617,2.5721,0.0026,0.2299,5.9688,45.164,0.4895,0.3668,4.0057,22.65,59.85,21,139
2626,1.86,4504,36.9833,20.22,637.825,2.4835,0.0024,0.2432,6.0619,44.2877,0.6882,0.4005,3.2148,22.15,59.85,18,135
2627,1.82,4504,19.2167,20.21,649.2186,2.5423,0.0024,0.2299,6.0153,45.2613,0.5714,0.3668,3.2148,22.4,59.8,19,137
2628,1.7,4517,26.4833,20.25,623.9766,2.3969,0.0024,0.2432,5.9688,44.2877,0.4343,0.4005,3.2148,22.9,59.9,22,135
2629,2.02,4563,20.75,20.22,646.2637,2.5423,0.0024,0.2332,6.0619,45.3585,0.4343,0.4005,3.2148,22.65,59.9,18,135
2630,2.03,4581,22.2667,20.22,634.2692,2.4399,0.0025,0.2398,6.1555,44.3852,0.3841,0.3668,3.2148,22.65,59.95,21,135
2631,1.99,4581,20.2833,20.19,638.5959,2.5572,0.0025,0.2266,6.0153,45.0667,0.6394,0.3668,4.0057,22.65,59.9,19,134
2632,0.02,4621,19.0667,20.3,648.0344,2.4835,0.0024,0.2535,6.1555,44.6774,0.4895,0.4005,4.8246,22.65,59.95,22,135
2633,0.02,4621,20.2833,20.16,629.6304,2.5572,0.0024,0.2398,6.0619,45.3585,0.4895,0.3668,3.2148,22.65,60.05,21,136
2634,0.02,4600,19.4333,20.2,671.23,2.4689,0.0024,0.2432,6.0153,44.6774,0.4895,0.4005,4.0057,22.65,60.05,20,136
2635,0.02,4600,20.85,20.22,658.7233,2.5721,0.0025,0.2398,6.1086,45.3585,0.5714,0.4005,3.2148,22.4,59.95,19,135
2636,0.02,4600,18.9167,20.25,704.5768,2.5128,0.0026,0.25,6.1555,44.7748,0.5091,0.4005,4.0057,22.65,60.1,20,136
2637,0.02,4653,20.0667,20.23,689.6936,2.6021,0.0024,0.2432,6.1086,45.2613,0.6161,0.4005,4.0057,22.675,60.1,21,136
2638,0.02,4680,19.8833,20.22,696.2965,2.5128,0.0026,0.25,6.1555,44.8721,0.7136,0.4005,3.2148,22.4,60.15,18,135
2639,0.02,4680,19.5167,20.16,672.3708,2.587,0.0026,0.2432,6.1086,45.3585,0.6394,0.4361,4.0057,22.9,60.1,22,134
2640,0.02,4680,20.5333,20.27,670.5211,2.4981,0.0026,0.2535,6.0619,44.8721,0.5091,0.3668,4.0057,22.4,60.15,22,136
2641,0.02,4680,44.9167,20.24,684.9626,2.6323,0.0025,0.25,6.0619,45.3585,0.4343,0.4005,4.0057,22.65,60.15,22,134
2642,0.02,4680,20.4,20.16,640.3767,2.5423,0.0026,0.25,6.0619,45.0667,0.7943,0.4005,4.0057,22.65,60.1,19,135
2643,0.02,4640,31.6167,20.18,704.1879,2.6323,0.0026,0.2535,6.2498,45.5529,0.5091,0.3668,3.2148,22.65,60.25,21,149
2644,0.02,4640,20.1,20.23,692.6332,2.5721,0.0025,0.2535,6.0619,44.9694,0.6635,0.4005,4.8246,22.4,60.25,19,135
2645,0.02,4672,25.0667,20.16,691.3634,2.6021,0.0024,0.2535,6.2498,45.5529,0.55,0.4005,4.0057,22.675,60.25,18,146
2646,0.02,4699,18.15,20.28,697.5331,2.5721,0.0025,0.2535,5.9688,45.2613,0.5714,0.4361,3.2148,22.65,60.35,21,135
2647,0.02,4699,48.1833,20.2,691.3191,2.6172,0.0024,0.2535,6.2498,45.4557,0.5934,0.4005,4.0057,22.425,60.35,20,140
2648,0.02,4699,20.75,20.21,704.227,2.587,0.0024,0.2535,6.0153,45.4557,0.5934,0.4005,2.4563,22.65,60.45,20,135
2649,0.02,4699,33.6,20.18,735.5116,2.6628,0.0024,0.257,6.2498,45.5529,0.5714,0.4005,4.8246,22.425,60.45,18,134
2650,0.02,4699,18.4833,20.22,676.692,2.587,0.0024,0.2605,5.9226,45.2613,0.4522,0.4005,4.0057,22.65,60.45,19,136
2651,0.02,4699,28.0,20.21,690.8968,2.6172,0.0025,0.257,6.2972,45.6501,0.6882,0.4737,4.0057,22.425,60.35,18,133
2652,0.02,4699,18.4833,20.24,709.3313,2.6323,0.0025,0.2535,6.0153,45.4557,0.5292,0.4361,2.4563,22.7,60.3,22,135
2653,0.02,4699,50.7833,20.16,713.581,2.6021,0.0024,0.2535,6.2026,45.3585,0.7667,0.3668,3.2148,22.425,60.25,22,135
2654,0.02,4699,19.8667,20.28,710.8119,2.6323,0.0026,0.257,5.9688,45.2613,0.4522,0.4361,2.4563,22.7,60.45,20,135
2655,0.02,4699,37.5,20.25,737.7981,2.6628,0.0025,0.2535,6.2972,45.5529,0.5091,0.3668,2.4563,22.675,60.5,21,132
2656,0.02,4699,19.2,20.19,756.291,2.6021,0.0026,0.257,6.0153,45.4557,0.55,0.4005,3.2148,22.7,60.55,19,136
2657,0.02,4699,26.0,20.19,747.1312,2.6781,0.0024,0.2605,6.3447,45.5529,0.6394,0.4005,4.0057,22.45,60.65,20,134
2658,0.02,4755,20.95,20.18,734.715,2.6781,0.0025,0.264,6.1086,45.3585,0.6394,0.4361,4.0057,22.7,60.65,20,136
2659,0.02,4718,23.8333,20.18,770.0936,2.6475,0.0025,0.2605,6.3447,45.6501,0.6882,0.4361,3.2148,22.95,60.7,21,134
2660,0.02,4718,18.3333,20.21,749.9995,2.6475,0.0025,0.264,6.0619,45.3585,0.5091,0.4361,2.4563,22.7,60.65,22,136
2661,0.02,4718,23.3167,20.2,745.8004,2.6475,0.0024,0.2605,6.3447,45.7473,0.6635,0.4005,3.2148,22.7,60.5,21,136
2662,0.02,4718,20.4667,20.21,739.4988,2.6628,0.0024,0.2748,6.1555,45.6501,0.6882,0.4005,3.2148,22.45,60.7,18,136
2663,0.02,4718,70.1833,20.22,737.3961,2.6935,0.0024,0.2676,6.3923,45.6501,0.6161,0.4005,3.2148,22.7,60.65,19,135
2664,0.02,4718,19.5167,20.19,754.3234,2.6475,0.0027,0.2605,6.2026,45.3585,0.8519,0.5134,4.0057,22.7,60.75,19,136
2665,0.02,4718,52.6667,20.15,764.9224,2.6475,0.0025,0.2676,6.4402,45.7473,0.5934,0.4361,4.0057,22.7,60.75,22,134
2666,0.02,4718,19.6667,20.22,777.1511,2.6935,0.0024,0.2605,6.2972,45.4557,0.5934,0.4005,3.2148,22.7,60.75,21,133
2667,0.02,4718,106.4167,20.19,769.4677,2.709,0.0025,0.264,6.4402,45.7473,0.5714,0.4361,3.2148,22.95,60.7,23,135
2668,0.02,4718,19.85,20.19,777.9549,2.6781,0.0025,0.2605,6.2972,45.6501,0.6635,0.4361,3.2148,22.7,60.75,20,136
2669,0.02,4732,73.2667,20.16,775.3728,2.6172,0.0025,0.264,6.3923,45.3585,0.6635,0.4005,4.0057,22.45,60.7,21,136
2670,0.02,4736,20.1167,20.18,808.473,2.6628,0.0026,0.2605,6.3447,45.5529,0.5714,0.4361,3.2148,22.7,60.75,19,136
2671,0.02,4736,55.1,20.2,818.9344,2.6323,0.0025,0.2676,6.4402,45.5529,0.4705,0.4361,3.2148,22.7,60.8,19,136
2672,0.02,4736,19.0167,20.21,783.9576,2.6781,0.0025,0.264,6.3447,45.7473,0.5714,0.4005,2.4563,22.7,60.9,23,135
2673,0.02,4736,40.4833,20.16,789.7005,2.6628,0.0025,0.2676,6.4882,45.4557,0.5292,0.4005,3.2148,22.95,61.0,23,134
2674,0.02,4736,20.5167,20.18,819.4,2.6628,0.0026,0.2605,6.3923,45.5529,0.7136,0.4361,2.4563,22.7,61.0,21,135
2675,0.02,4736,75.1833,20.22,785.4922,2.587,0.0024,0.2712,6.5363,44.9694,0.6394,0.4737,4.0057,22.7,61.0,20,135
2676,0.07,4736,20.85,20.24,842.091,2.7245,0.0025,0.257,6.3923,45.7473,0.5091,0.4361,3.2148,22.7,61.0,19,136
2677,0.05,4736,54.55,20.22,779.1225,2.587,0.0026,0.2712,6.3923,44.9694,0.6882,0.4737,4.0057,22.45,61.0,21,135
2678,0.05,4696,19.5833,20.21,795.2062,2.7245,0.0026,0.2605,6.3447,45.6501,0.5091,0.4737,3.2148,22.45,60.8,20,140
2679,0.05,4696,39.2833,20.21,852.526,2.587,0.0025,0.2785,6.3923,45.0667,0.5714,0.4361,3.2148,22.7,60.8,21,135
2680,1.28,4779,19.55,20.22,816.8775,2.6781,0.0026,0.2712,6.3447,45.6501,0.55,0.4361,4.8246,22.45,61.0,18,138
2681,1.28,4754,29.9,20.27,825.411,2.5423,0.0026,0.2785,6.4402,45.0667,0.6882,0.4737,3.2148,22.7,61.0,21,136
2682,1.34,4754,18.9333,20.22,808.2147,2.74,0.0026,0.257,6.4402,45.8444,0.5714,0.4361,3.2148,22.7,61.0,20,134
2683,1.37,4754,24.1,20.19,854.8173,2.5275,0.0027,0.2712,6.4402,44.7748,0.5714,0.4361,4.0057,22.7,61.05,23,135
2684,3.89,4754,19.8667,20.27,849.5071,2.74,0.0025,0.2748,6.3923,45.7473,0.7398,0.4737,3.2148,22.45,61.1,21,134
2685,3.88,4754,20.2167,20.25,825.4502,2.6172,0.0026,0.2822,6.4882,44.9694,0.4895,0.4737,4.0057,22.7,61.25,22,136
2686,3.91,4715,20.3333,20.25,819.5081,2.709,0.0027,0.2712,6.5363,45.8444,0.5934,0.4005,3.2148,22.7,61.2,21,134
2687,3.88,4715,19.2667,20.23,836.7618,2.6021,0.0025,0.2822,6.4882,45.0667,0.5292,0.4737,4.0057,22.7,61.2,21,135
2688,2.79,4772,19.2167,20.16,839.843,2.7245,0.0024,0.2748,6.4882,45.6501,0.7398,0.4005,4.0057,22.7,61.25,24,134
2689,2.82,4772,19.1833,20.23,870.6627,2.6475,0.0027,0.2785,6.5846,45.5529,0.6635,0.4737,4.0057,22.7,61.3,22,134
2690,2.75,4772,19.5833,20.15,843.4054,2.7714,0.0025,0.2785,6.5363,45.9416,0.7398,0.4361,4.0057,22.7,61.25,19,135
2691,2.84,4772,20.9667,20.21,865.9846,2.6323,0.0024,0.2896,6.5846,45.4557,0.6635,0.4737,4.0057,22.45,61.35,18,134
2692,2.89,4772,21.0833,20.19,903.4761,2.7557,0.0026,0.2785,6.6816,46.0387,0.8519,0.4361,4.0057,22.7,61.35,22,135
2693,2.95,4733,19.4667,20.25,855.4684,2.6935,0.0025,0.2822,6.4882,45.4557,0.4705,0.5134,4.0057,22.725,61.35,20,135
2694,2.94,4733,23.4667,20.18,892.6468,2.74,0.0026,0.2785,6.5363,45.9416,0.6161,0.4737,4.0057,22.45,61.35,20,135
2695,2.99,4733,20.0167,20.29,853.3843,2.6628,0.0026,0.2896,6.4882,45.6501,0.5934,0.5134,4.0057,22.7,61.35,21,135
2696,3.09,4790,45.8833,20.25,882.3424,2.7714,0.0026,0.2822,6.5846,45.7473,0.7136,0.4005,4.0057,22.7,61.35,22,134
2697,3.16,4790,18.4167,20.22,878.6561,2.6628,0.0026,0.2859,6.3923,45.5529,0.417,0.4361,3.2148,22.7,61.35,19,135
2698,2.7,4751,30.6,20.25,886.4208,2.7557,0.0025,0.2785,6.5363,45.9416,0.6394,0.4737,4.8246,22.7,61.4,21,150
2699,2.55,4769,19.9667,20.23,846.0594,2.6781,0.0027,0.2859,6.2972,45.7473,0.5091,0.5552,4.0057,22.7,61.4,21,135
2700,2.49,4743,28.35,20.23,919.73,2.7714,0.0025,0.2822,6.5846,46.1358,0.55,0.4737,4.0057,22.7,61.4,21,144
2701,2.82,4707,21.0667,20.2,901.5335,2.709,0.0026,0.2934,6.3923,46.0387,0.7136,0.5552,3.2148,22.7,61.5,20,135
2702,3.02,4689,49.0333,20.18,922.6498,2.7557,0.0025,0.2896,6.4882,46.0387,0.7398,0.4737,4.8246,22.95,61.6,21,143
2703,3.04,4676,19.0167,20.22,907.5326,2.7557,0.0025,0.2822,6.3923,46.0387,0.4705,0.4737,4.0057,22.7,61.4,20,136
2704,2.525,4681,37.7833,20.21,918.9828,2.7714,0.0026,0.2934,6.633,46.1358,0.5934,0.4361,4.8246,22.7,61.4,20,140
2705,0.07,4615,19.0833,20.18,889.3055,2.7245,0.0028,0.2896,6.3447,45.7473,0.5091,0.5134,3.2148,22.7,61.4,20,135
2706,2.61,4669,29.7167,20.24,902.3341,2.7871,0.0025,0.2822,6.5846,46.0387,0.6635,0.4361,4.0057,22.475,61.5,20,135
2707,2.68,4669,18.7333,20.28,922.4403,2.8029,0.0026,0.2934,6.2972,45.9416,0.6161,0.5134,4.0057,22.725,61.5,21,136
2708,2.89,4661,34.35,20.18,946.9015,2.7871,0.0026,0.2896,6.5363,46.1358,0.8819,0.5134,2.4563,22.225,61.6,17,135
2709,2.945,4687,19.0,20.25,916.8507,2.7557,0.0026,0.2934,6.2972,46.0387,0.55,0.4737,4.8246,22.725,61.65,22,136
2710,2.22,4687,40.8667,20.19,919.6262,2.8029,0.0026,0.2896,6.5846,46.0387,0.8819,0.4361,4.8246,22.725,61.65,22,132
2711,3.0,4687,19.45,20.21,923.1265,2.7871,0.0026,0.2896,6.3447,46.2329,0.6635,0.4737,3.2148,22.475,61.65,21,136
2712,135.16,7211,30.75,20.16,915.6337,2.8188,0.0026,0.2972,6.7793,46.1358,0.5292,0.4737,4.0057,22.975,61.65,19,133
2713,340.79,7431,19.1,20.18,939.7954,2.8029,0.0025,0.3088,6.5846,45.6501,0.6882,0.5134,1.7365,22.725,61.75,23,138
2714,493.86,7604,27.2833,20.18,913.9648,2.7871,0.0026,0.301,6.5846,46.1358,0.6394,0.5134,3.2148,22.475,62.7,19,134
2715,500.08,7648,19.3667,20.25,938.4133,2.709,0.0025,0.3049,6.2026,45.9416,0.55,0.5134,4.0057,22.7,62.7,20,134
2716,512.0,7622,22.2167,20.2,924.6316,2.7245,0.0025,0.301,6.3923,45.8444,0.6394,0.4361,3.2148,22.45,62.3,20,134
2717,498.5,7725,20.0833,20.25,988.5056,2.6781,0.0026,0.301,6.2026,45.6501,0.5934,0.5134,4.0057,22.7,62.15,22,134
2718,513.295,7656,91.6667,20.3,971.5417,2.6935,0.0026,0.2972,6.3923,45.7473,0.4343,0.4737,3.2148,23.2,61.85,23,135
2719,501.78,7639,19.3833,20.23,984.0798,2.6172,0.0027,0.3088,6.0619,45.4557,0.4705,0.4737,2.4563,22.675,61.9,23,133
2720,500.95,7622,59.3833,20.27,975.1725,2.6628,0.0025,0.2972,6.2026,45.164,0.5292,0.5134,3.2148,22.425,61.8,20,135
2721,497.725,7601,19.25,20.2,988.184,2.5721,0.0027,0.2934,6.0619,44.9694,0.5091,0.5134,2.4563,22.65,61.65,19,135
2722,501.67,7554,47.4167,20.18,968.2114,2.6475,0.0025,0.2934,6.2498,45.2613,0.5091,0.4737,4.0057,22.4,61.7,19,136
2723,498.26,7539,21.5667,20.27,962.3347,2.6323,0.0026,0.3049,6.2498,45.4557,0.5091,0.5134,2.4563,22.625,61.95,22,137
2724,506.34,7552,84.4333,20.2,988.5786,2.5572,0.0026,0.301,6.2498,45.0667,0.4705,0.4361,4.0057,22.625,61.95,21,136
2725,501.325,7504,20.7,20.21,985.525,2.6323,0.0026,0.2934,6.2026,45.164,0.4705,0.5134,4.0057,22.375,62.0,18,135
2726,498.16,7491,55.2167,20.24,975.1788,2.5721,0.0026,0.3127,6.1555,45.164,0.6394,0.4737,3.2148,22.625,62.25,20,135
2727,500.1,7479,20.1,20.16,984.095,2.587,0.0024,0.2859,6.2498,45.2613,0.5934,0.5134,4.8246,22.625,62.25,20,136
2728,499.31,7484,108.3333,20.27,1008.1953,2.5423,0.0025,0.2972,6.2026,44.3852,0.6394,0.5134,4.0057,22.625,62.25,24,136
2729,219.245,7483,19.1833,20.2,973.3409,2.6323,0.0026,0.2934,6.2026,45.164,0.55,0.5134,4.0057,22.625,62.25,21,136
2730,78.975,7486,60.4667,20.15,960.7004,2.4689,0.0025,0.301,6.1555,44.6774,0.5292,0.4737,4.0057,22.625,62.25,22,134
2731,498.33,7538,21.1,20.24,990.3799,2.6628,0.0025,0.2859,6.1555,45.2613,0.6394,0.5552,4.0057,22.35,62.3,20,143
2732,79.65,7662,37.0,20.24,1003.2643,2.6323,0.0026,0.3088,6.3447,44.3852,0.5292,0.5552,4.0057,22.575,62.35,19,137
2733,76.675,7577,21.6667,20.18,964.5764,2.709,0.0027,0.2859,6.2498,45.4557,0.55,0.5552,4.0057,22.875,62.35,22,135
2734,64.57,7564,26.6833,20.24,1029.1671,2.6172,0.0026,0.3127,6.3447,44.7748,0.5292,0.6453,4.0057,22.6,62.25,22,142
2735,64.565,7566,20.8833,20.16,1023.7129,2.8347,0.0028,0.2972,6.2972,45.6501,0.55,0.5991,4.0057,22.6,62.35,18,133
2736,70.45,7655,21.6833,20.22,1015.4353,2.6935,0.0027,0.3088,6.2026,44.7748,0.4895,0.5991,4.0057,22.625,62.4,20,136
2737,70.92,7647,25.7333,20.19,1013.1756,2.8991,0.0026,0.2934,6.2498,45.5529,0.5934,0.5991,4.0057,22.35,62.25,21,137
2738,77.935,7543,18.9667,20.19,1024.3506,2.7714,0.0028,0.3127,6.3447,44.6774,0.5714,0.6453,4.8246,22.625,62.4,21,137
2739,76.805,7542,19.6833,20.22,1041.0213,2.8668,0.0028,0.301,6.3447,45.4557,0.55,0.5991,4.0057,22.375,62.7,17,134
2740,70.27,7543,20.0,20.27,1022.7601,2.7557,0.0026,0.3127,6.3447,45.0667,0.5934,0.6453,4.0057,22.375,62.35,18,134
2741,70.415,7539,20.6,20.16,1040.8111,2.8668,0.0026,0.301,6.2972,45.4557,0.4895,0.5552,4.0057,22.625,62.5,23,134
2742,76.82,7539,20.2333,20.24,1029.2341,2.7557,0.0027,0.3127,6.3447,45.164,0.4522,0.5552,4.8246,22.625,62.6,21,135
2743,77.13,7533,19.0667,20.21,1040.4838,2.8347,0.0028,0.3088,6.2972,45.2613,0.6394,0.5991,4.0057,22.625,62.3,19,137
2744,76.875,7548,20.4167,20.22,1042.7549,2.74,0.0028,0.3127,6.2026,44.9694,0.6635,0.5552,4.0057,22.625,62.3,21,135
2745,65.325,7562,50.2833,20.23,1064.7183,2.9153,0.0028,0.3088,6.3923,45.7473,0.6161,0.5134,4.0057,22.625,62.6,20,138
2746,78.04,7561,20.0833,20.29,1063.1807,2.8829,0.0028,0.3127,6.3447,45.5529,0.6161,0.6453,5.6685,22.375,62.7,20,135
2747,77.745,7603,30.7667,20.18,1103.8428,3.0141,0.0028,0.3166,6.4882,45.7473,0.55,0.6453,4.0057,22.375,62.7,21,152
2748,76.91,7623,20.8,20.25,1074.1995,2.948,0.0028,0.3166,6.2026,45.3585,0.5292,0.5991,4.0057,22.625,63.05,20,138
2749,66.51,7608,32.5,20.18,1061.5511,3.0141,0.0028,0.3127,6.4882,45.5529,0.4705,0.5991,4.8246,22.375,62.6,20,142
2750,72.94,7625,21.1833,20.24,1039.4242,3.0307,0.0028,0.3166,6.2972,45.7473,0.55,0.7445,4.8246,22.65,62.75,20,133
2751,501.035,7628,33.6167,20.24,1066.53,3.0475,0.0029,0.3127,6.633,45.9416,0.6161,0.6453,4.8246,22.125,62.75,17,136
2752,500.775,7612,21.5833,20.25,1076.0765,3.0643,0.003,0.3287,6.2026,45.5529,0.5091,0.6453,4.0057,22.625,62.85,21,136
2753,498.815,7585,51.8333,20.23,1076.214,3.1664,0.0029,0.3206,6.4402,46.0387,0.4522,0.6453,4.8246,21.9,62.95,19,135
2754,88.79,7365,21.35,20.29,1102.6281,3.2534,0.0032,0.3287,6.3923,46.1358,0.7943,0.6937,4.8246,22.4,62.8,19,136
2755,55.665,7608,32.5167,20.19,1100.0454,3.324,0.0031,0.3287,6.7304,46.2329,0.5934,0.6937,6.5349,22.675,63.2,21,134
