Location ,Time,Decimal,Illumination level (Lux),Color Tempreture,Average Noise level,O2 Concentration (%Vol),CO2 at any moment (PPM),LPG concen (ppm),Alcohole Concen (ppm),Methan Concen (ppm),CO concen (ppm),Hydrogyn Concen (ppm),Netric tVOC level (ppm),VOC Formerdahied Level (ppm),Different VOC (CO) Level (ppm),Room Temp ( C ),Room reative humadity %,Radiant Temp 1 (C),Wind Speed (mm/s),,Occupation ,Age,Height,Weight ,Body Activity,Clothing Layer,How long do you spend in the building during the day ,Does the temperature in this part of the building have a negative effect on your work performance? ,"How would you describe the summer indoor air temperature ""most time feeling""?","How would you describe the winter indoor air temperature ""most time feeling""",Do you feel comfortable under the current temperature ? ,How you describe the current temperature in this room?,"Does the distraction from noise in this part of building have a negative effect on your work performance ""most time feeling""?",Is there significant distraction from noise outside (in this moment) ? ,Is there significant distraction from background noise (machine and undefined noise sources)? ,"How would you describe the noise in building generally ""most time feeling""?",How would describe noise at this moment?,Comfort Under current noise Level,Distraction from people noise,"Does the quality of air in this part of building have a negative effect on your work performance ""most time feeling""?",Do you have control over air condition system ?,"How would you describe the ventilation and air quality of building  ""most time feeling""?","Do you smell odor or unusual smell in your work-space ""most time feeling""?","Do you feel sleepy or headache when you get to your work-space ""most time feeling""?","Right now, do you smell unusual smell?",Does the quality of light (color and light level) in this part of building have a negative effect on your work performance ?,Is there availability of natural light?,Are there blinds or shutters blocking the natural light ? ,Do you have control over artificial lightning ?,Is there any luminare is OFF at this moment?,Air speed at this moment,Ventilation and Air smell,Comfortable under light colour ,Comfort under the current light level,Describe the current light level ,Is there any luminare is OFF at this moment?,How accessible is from the parking lot to the main door of the college?,How is easy to go from one floor to another?,How easy is the horizontal circulation?,How easy is to get out of the building in emergency situation?,Do you know the route to the nearest emergency door?,How would you rate the level of cleanliness of the building?,How clean is your work-space?
STU301,905,6.5425,468.875,7281.909091,31.74545468,20.41181818,509.8248614,2.891951106,0.0018825,0.245931016,4.364657575,52.74221732,0.255647779,0.438165803,3.461524552,24.84001019,54.65,23.78787879,132.4545455,,Occ02,Age02,Hight04,Wieg06,Stall,Dress_365,Period_04,No,3,3,4,2,Yes,No,No,3,2,3,Yes,No,No,2,No,No,no,No,yes,Yes,Yes,No,LittleWindy,3,2,2,3,No,3,2,3,3,Maybe,3,1
STU301,915,6.7164,469.1304545,7277.727273,40.94545427,20.42,533.479238,2.934968567,0.001894164,0.24373245,4.422598058,52.79231817,0.264797307,0.452702566,3.379533269,24.75584634,54.65,23.45454545,133.2727273,,Occ01,Age01,Hight05,Wieg02,Stall,Dress_213,Period_05,No,3,2,2,4,Maybe,No,Maybe,2,2,4,Yes,Maybe,Yes,2,Yes,No,no,No,yes,Yes,Yes,Yes,LittleWindy,1,2,4,1,Yes,5,5,4,4,Maybe,2,4
STU301,925,6.8906,448.3363636,7271.636364,36.04090895,20.41181818,566.4876116,2.912151319,0.001894111,0.242071509,4.408233946,53.0682484,0.273738689,0.460110773,3.691996899,24.47412355,54.65,22.96969697,133.3636364,,Occ03,Age02,Hight04,Wieg02,Working,Dress_192,Period_05,Yes,3,3,Yes,3,No,No,No,4,3,2,Yes,No,No,3,No,No,no,No,no,Yes,Yes,No,Negligable,3,1,1,4,No,3,2,4,3,Maybe,2,2
STU301,935,7.0644,440.3995455,7270.909091,31.43181822,20.41545455,597.8738571,2.944129138,0.001876694,0.246874681,4.406303969,53.01804629,0.258321459,0.482720496,3.491513122,24.54497522,54.64090909,23.45454545,131.9090909,,Occ01,Age01,Hight05,Wieg02,Running,Dress_192,Period_04,Yes,3,2,Maybe,1,No,Maybe,Yes,3,1,3,Yes,No,Yes,3,Maybe,No,no,Maybe,may be,No,Yes,No,LittleWindy,5,3,3,5,No,1,3,2,4,Maybe,1,4
STU301,945,7.2383,440.59,7256.454545,35.81818227,20.41909091,647.0809284,2.987664006,0.001882482,0.243193108,4.459074324,53.09956915,0.259664596,0.480421526,3.548568379,24.53024182,54.55,23.42424242,130.8181818,,Occ01,Age01,Hight03,Wieg01,Walking,Dress_365,Period_03,Maybe,3,3,No,2,Maybe,No,No,4,5,3,Yes,Maybe,No,3,Yes,Yes,no,Yes,yes,Maybe,Yes,Yes,LittleWindy,1,1,2,3,Yes,5,5,5,5,Yes,1,2
STU301,955,7.4122,446.9831818,7236.545455,33.47272727,20.41272727,679.1624278,2.995209408,0.001914344,0.259119205,4.4429447,53.24997018,0.295614752,0.512000565,3.691562262,24.60938815,54.53181818,23.48484848,133.4545455,,Occ02,Age03,Hight04,Wieg05,Running,Dress_213,Period_05,Maybe,4,2,4,4,Maybe,No,No,4,4,3,Yes,Maybe,Maybe,3,No,No,no,Yes,yes,Maybe,Yes,Yes,Negligable,4,4,4,4,No,4,3,4,2,No,2,2
STU301,965,7.5861,472.1213636,7197,34.71818182,20.40454545,727.2801782,3.07421849,0.001891191,0.28626967,4.508629452,53.22483028,0.276697149,0.580642211,3.377248027,24.44010831,54.45,23.54545455,132,,Occ01,Age01,Hight03,Wieg02,Running,Dress_99,Period_05,Yes,1,3,Maybe,3,Yes,No,No,2,2,3,Yes,Yes,No,2,No,Yes,yes,No,no,Yes,No,No,LittleWindy,1,2,4,1,Yes,3,3,3,4,Yes,1,2
STU301,975,7.76,461.8172727,7029.090909,39.36818106,20.43090909,770.5141076,3.129436255,0.00192592,0.29175444,4.606462522,53.47540561,0.281080277,0.58592926,3.578556949,24.97239702,54.45,24.36363636,131.0909091,,Occ02,Age03,Hight06,Wieg04,Walking,Dress_150,Period_03,Yes,3,2,4,2,No,No,No,4,2,4,Yes,Yes,No,2,No,No,no,Yes,No,Yes,Yes,No,Negligable,2,4,5,1,No,3,2,4,5,Yes,3,1
STU301,985,7.9339,465.6913636,7055.363636,31.85454504,20.41727273,806.4966356,3.143642122,0.001911459,0.303338907,4.636181094,53.73216109,0.301245158,0.604146138,3.632819544,24.62045634,54.45,23.60606061,132,,Occ01,Age01,Hight03,Wieg03,Working,Dress_364,Period_04,Yes,3,2,Yes,3,No,No,Maybe,4,3,2,Yes,Yes,No,2,No,No,no,Yes,no,Yes,Yes,No,Negligable,4,4,4,3,No,3,2,4,5,Yes,3,1
STU301,995,8.1081,471.9045455,7166.454545,35.46818178,20.40727273,860.9237768,3.228797501,0.001876817,0.319770241,4.701372667,53.79464306,0.285627964,0.649093299,3.293139544,24.52812511,54.45,23.39393939,134.5454545,,Occ01,Age01,Hight05,Wieg02,Running,Dress_192,Period_04,Yes,3,2,Maybe,1,No,Maybe,Yes,3,1,3,Yes,No,Yes,3,Maybe,No,no,Maybe,may be,No,Yes,No,LittleWindy,5,3,3,5,No,1,3,2,4,Maybe,1,4
STU301,1005,8.2819,470.5559091,7148.181818,37.73636385,20.42454545,898.6967311,3.305847168,0.001897103,0.334928615,4.838856394,54.2639663,0.308597945,0.703434459,3.576760726,24.91290447,54.45,24.06060606,134.2727273,,Occ01,Age01,Hight03,Wieg01,Walking,Dress_192,Period_05,Yes,1,3,No,2,No,No,No,4,3,4,Yes,No,No,2,No,No,no,Yes,no,Yes,Yes,No,LittleWindy,3,4,4,3,Yes,1,5,3,1,Yes,1,4
STU301,1015,8.4558,470.6263636,7141.727273,27.20454532,20.40636364,942.974936,3.425459125,0.001836583,0.361784504,4.935912176,54.70785904,0.295708345,0.752747631,3.778964281,24.41700101,54.41363636,23.12121212,130.7272727,,Occ02,Age01,Hight03,Wieg02,Walking,Dress_364,Period_04,No,3,3,2,4,No,No,No,3,2,3,Yes,Yes,Yes,3,No,No,no,Maybe,No,Maybe,Yes,No,Negligable,4,3,4,3,No,3,5,4,3,Yes,3,3
STU301,1025,8.6297,463.0754545,7123.181818,36.09545451,20.40272727,982.0331138,3.527918295,0.001850938,0.38397208,5.027972958,54.80155355,0.315427501,0.809155421,3.752488418,24.30598486,54.29545455,23.3030303,132.7272727,,Occ03,Age02,Hight04,Wieg02,Working,Dress_192,Period_05,Yes,3,3,Yes,3,No,No,No,4,3,2,Yes,No,No,3,No,No,no,No,no,Yes,Yes,No,Negligable,3,1,1,4,No,3,2,4,3,Maybe,2,2
STU301,1035,8.8036,466.3809091,7116.818182,39.18636374,20.41090909,1024.791944,3.561598518,0.001859559,0.415299849,5.11503484,54.96400729,0.337631734,0.909406369,3.693716678,24.48823344,54.25,22.93939394,132.5454545,,Occ01,Age01,Hight05,Wieg01,Running,Dress_220,Period_03,Yes,3,3,2,4,No,No,Maybe,4,2,5,No,No,No,3,Maybe,No,no,No,yes,Yes,Yes,No,LittleWindy,3,3,3,3,No,3,2,4,3,Maybe,2,2
STU301,1045,8.9775,450.4840909,7034.090909,28.10454566,20.41,1065.042919,3.491534493,0.001848124,0.414584277,5.236563769,54.28897962,0.32929426,0.797822744,3.577655359,24.73720367,53.89090909,23.45454545,131.8181818,,Occ02,Age02,Hight04,Wieg05,Walking,Dress_364,Period_02,Yes,3,3,2,4,Yes,Yes,Yes,3,3,3,Yes,Yes,No,4,Yes,Yes,no,Maybe,yes,Yes,Yes,No,Negligable,2,4,3,3,Yes,3,2,2,4,Yes,1,2
STU301,1055,9.1514,442.9927273,7031.181818,38.645455,20.40454545,1089.037789,3.476055752,0.001845097,0.401980091,5.299223596,53.83225597,0.319526572,0.753412446,3.575431455,24.03984654,53.54545455,22.96969697,131,,Occ01,Age01,Hight03,Wieg03,Running,Dress_22,Period_04,Maybe,4,3,3,3,Yes,Yes,Maybe,2,2,4,Yes,Yes,No,4,Maybe,No,no,Maybe,yes,Yes,Yes,No,LittleWindy,3,2,3,3,No,1,5,3,4,Yes,5,5
STU301,1065,9.3256,452.0363636,7047,38.33636391,20.39454545,1086.077492,3.377236887,0.001828104,0.380278621,5.45980124,53.57556465,0.333995905,0.692922722,3.662420901,24.59930849,53.27727273,24.12121212,134.4545455,,Occ01,Age01,Hight05,Wieg03,Working,Dress_78,Period_04,No,3,3,No,2,No,Yes,No,3,4,3,Yes,Yes,Yes,3,No,Yes,no,Maybe,may be,Maybe,Yes,No,LittleWindy,4,4,4,3,No,3,5,4,3,Yes,3,3
STU301,1075,9.4994,462.8809091,7070.818182,30.98181829,20.42,1083.714872,3.414668539,0.001825184,0.396119302,5.481681997,53.40022278,0.334726061,1.042023362,3.520756288,24.00911149,53.07727273,22.90909091,133.6363636,,Occ02,Age02,Hight04,Wieg04,Stall,Dress_364,Period_03,No,2,3,No,2,No,No,No,2,3,3,Yes,No,No,3,No,Yes,no,No,no,Maybe,Yes,Maybe,Negligable,4,4,5,2,No,2,2,3,2,Yes,1,2
STU301,1085,9.6733,449.5972727,7011.545455,35.56818223,20.43,1065.512485,3.678812179,0.001799624,0.445924442,5.614384651,53.21854817,0.33490979,2.34697527,3.489311283,24.39997327,52.88636364,23.57575758,135.2727273,,Occ02,Age02,Hight04,Wieg05,Walking,Dress_192,Period_03,Yes,3,3,4,3,Yes,No,No,3,2,3,Yes,Yes,No,4,Yes,No,no,Maybe,yes,Yes,Yes,No,LittleWindy,4,5,5,4,No,3,2,2,4,Yes,1,2
STU301,1095,9.8472,439.6295455,6993.272727,34.32272727,20.41090909,1065.064471,3.845025288,0.001796738,0.486652374,5.716274955,53.54433892,0.354618179,3.82237183,3.865493731,24.42444973,52.81363636,23.48484848,133.6363636,,Occ01,Age01,Hight03,Wieg02,Stall,Dress_213,Period_03,Maybe,3,3,3,3,Maybe,Maybe,No,2,2,2,Yes,Maybe,Maybe,3,Maybe,Yes,no,Maybe,No,Maybe,Yes,Maybe,Negligable,4,5,5,3,No,4,4,4,5,Maybe,5,5
STU301,1105,10.0211,457.9013636,7023.909091,28.89090926,20.40909091,1006.092306,4.051143091,0.001828051,0.507819713,5.806159453,53.15594066,0.334652136,4.786296628,3.548568379,24.8522378,52.88181818,23.84848485,134.1818182,,Occ01,Age01,Hight04,Wieg01,Working,Dress_364,Period_04,No,3,3,3,3,No,No,No,3,3,4,No,No,Yes,4,No,Yes,maybe,Yes,yes,No,No,No,Negligable,1,5,4,3,No,5,4,2,2,Yes,1,1
STU301,1115,10.195,457.0090909,7025.818182,39.78181822,20.40727273,983.151394,4.191503135,0.001791039,0.488309045,5.855342302,53.231068,0.3584691,5.053785584,3.694623709,25.01874621,52.82272727,23.90909091,131.8181818,,Occ01,Age01,Hight05,Wieg03,Working,Dress_78,Period_04,No,3,3,No,2,No,Yes,No,3,4,3,Yes,Yes,Yes,3,No,Yes,no,Maybe,may be,Maybe,Yes,No,LittleWindy,4,4,4,3,No,3,5,4,3,Yes,3,3
STU301,1125,10.3689,442.9718182,7003.454545,29.50454563,20.42090909,977.1921547,4.120228768,0.001799517,0.464772571,5.765021628,53.27504071,0.332603852,5.006577232,3.749844985,24.45473419,52.40909091,22.87878788,130.7272727,,Occ01,Age01,Hight04,Wieg02,Working,Dress_213,Period_03,Yes,5,3,No,4,No,No,No,4,4,2,Maybe,No,No,4,No,No,no,Yes,no,Yes,Yes,No,LittleWindy,3,5,5,5,No,5,4,2,2,Yes,1,3
STU301,1135,10.5431,438.1345455,7004.909091,35.12272772,20.44090909,931.0723657,4.038669439,0.001776915,0.433513542,5.630779049,52.80494863,0.311654414,4.465771979,3.434661475,24.18028482,52.02272727,22.90909091,133.9090909,,Occ01,Age01,Hight03,Wieg03,Running,Dress_22,Period_04,Maybe,4,3,3,3,Yes,Yes,Maybe,2,2,4,Yes,Yes,No,4,Maybe,No,no,Maybe,yes,Yes,Yes,No,LittleWindy,3,2,3,3,No,1,5,3,4,Yes,5,5
STU301,1145,10.7169,437.5109091,6998.727273,39.10000021,20.43818182,906.7975826,3.93768438,0.001760012,0.395625354,5.610331535,52.74221836,0.287381092,3.748235919,3.434715856,24.21307086,51.9,23.21212121,131.1818182,,Occ02,Age02,Hight04,Wieg05,Walking,Dress_364,Period_02,Yes,3,3,2,4,Yes,Yes,Yes,3,3,3,Yes,Yes,No,4,Yes,Yes,no,Maybe,yes,Yes,Yes,No,Negligable,2,4,3,3,Yes,3,2,2,4,Yes,1,2
STU301,1155,10.8908,448.4122727,6955.909091,28.96818144,20.43181818,865.7326185,3.797349015,0.001743146,0.365710229,5.501771407,52.88648467,0.283573817,3.013907181,3.549003016,24.51268299,51.79090909,23.3030303,132.6363636,,Occ01,Age01,Hight02,Wieg05,Walking,Dress_364,Period_04,Yes,1,1,4,3,Yes,No,No,4,3,4,Yes,No,No,3,No,No,no,Yes,yes,Yes,Yes,No,LittleWindy,3,3,3,3,No,5,3,3,4,Maybe,1,1
STU301,1165,11.0647,447.1754545,6979.727273,33.26363633,20.45,803.6580143,3.590839884,0.001679178,0.323760195,5.293812622,52.3846706,0.279399981,2.24611568,3.547159368,23.98062934,51.05,22.75757576,131.9090909,,Occ01,Age01,Hight05,Wieg03,Walking,Dress_220,Period_05,Maybe,4,3,No,4,Yes,Maybe,Yes,2,3,4,Yes,Yes,No,4,No,Maybe,no,Maybe,may be,Yes,Yes,No,LittleWindy,5,3,3,5,No,1,5,3,4,Yes,5,5
STU301,1175,11.2386,448.1168182,6991.636364,41.14545451,20.44636364,760.4811927,3.377989661,0.001637798,0.280277183,5.107282205,52.10841855,0.248848025,1.803415142,3.4045711,23.98504489,49.95909091,22.63636364,130.4545455,,Occ01,Age01,Hight04,Wieg03,Sleeping,Dress_192,Period_04,Yes,3,3,3,4,No,No,No,5,2,3,Yes,No,No,3,No,No,no,No,yes,No,Yes,No,LittleWindy,5,3,3,5,No,1,1,3,5,Yes,1,3
STU301,1185,11.4125,461.4518182,6998.727273,32.37272758,20.43545455,812.7600897,3.178008513,0.001575067,0.257088783,4.913047747,52.01440222,0.218240506,1.459817891,3.519401659,23.72316564,49.51363636,22.45454545,131,,Occ01,Age01,Hight04,Wieg03,Stall,Dress_192,Period_02,Yes,4,4,No,3,No,No,No,3,4,5,Yes,No,No,2,No,Maybe,no,No,may be,No,Yes,No,LittleWindy,4,4,3,5,No,1,1,4,3,Yes,5,5
STU301,1195,11.5864,458.0731818,6943.545455,34.43181832,20.45,862.127502,3.071263491,0.001548091,0.240988094,4.862116727,51.70658944,0.224788735,1.212649725,3.492563941,23.96712985,49.20454545,23,132.1818182,,Occ01,Age01,Hight03,Wieg03,Working,Dress_364,Period_04,Yes,3,2,Yes,3,No,No,Maybe,4,3,2,Yes,Yes,No,2,No,No,no,Yes,no,Yes,Yes,No,Negligable,4,4,4,3,No,3,2,4,5,Yes,3,1
STU301,1205,11.7606,463.1104545,6975.727273,36.02727311,20.43636364,860.0539981,3.012071549,0.001532008,0.227505391,4.664532792,51.81950309,0.192174907,1.066819214,3.180185318,23.94513746,49.1,23.09090909,131.3636364,,Occ01,Age01,Hight03,Wieg02,Walking,Dress_99,Period_04,Yes,1,3,3,3,Yes,No,No,5,1,1,Yes,Yes,Yes,2,No,Maybe,yes,Yes,yes,Maybe,Yes,Yes,LittleWindy,3,5,5,5,No,2,1,1,1,Yes,1,1
STU301,1215,11.9344,461.8654545,6974,31.91818199,20.40272727,898.3798065,2.905142246,0.001518741,0.214910282,4.671632593,51.60605344,0.210038252,0.831238825,3.14951396,24.09327967,49.00454545,23.15151515,131.2727273,,Occ02,Age02,Hight04,Wieg03,Walking,Dress_364,Period_03,No,3,2,Yes,3,Yes,Yes,No,2,2,5,Yes,Yes,No,3,Yes,No,no,No,no,Yes,Yes,No,LittleWindy,4,5,4,3,No,5,2,2,3,Maybe,1,2
STU301,1225,12.1083,450.1240909,6457.454545,35.44545451,20.41454545,914.6020728,3.463507895,0.001788352,0.219138746,4.720327031,51.14695428,0.230402889,1.276063384,3.20886302,23.95767982,49.14090909,22.78787879,131.5454545,,Occ01,Age01,Hight03,Wieg01,Walking,Dress_364,Period_05,No,4,1,Maybe,1,Yes,No,Yes,4,4,4,Yes,Yes,Yes,4,Yes,Yes,maybe,Yes,may be,No,Yes,No,Negligable,4,4,4,3,No,2,1,5,3,Yes,1,1
STU301,1235,12.2822,455.6645455,6937.636364,35.70454504,20.46636364,945.9124296,3.483766967,0.001996308,0.21193174,4.767134233,51.13437618,0.236054588,1.007039023,3.806776372,23.93286047,49.12272727,22.66666667,131.8181818,,Occ02,Age02,Hight04,Wieg05,Walking,Dress_364,Period_02,Yes,3,3,2,4,Yes,Yes,Yes,3,3,3,Yes,Yes,No,4,Yes,Yes,no,Maybe,yes,Yes,Yes,No,Negligable,2,4,3,3,Yes,3,2,2,4,Yes,1,2
STU301,1245,12.4561,441.7759091,7025.909091,33.83181808,20.48181818,950.4295594,3.115926417,0.001911476,0.205300491,4.639923876,51.26003023,0.232847331,0.703436141,3.749362924,23.93882073,48.95909091,22.54545455,133.4545455,,Occ01,Age01,Hight04,Wieg03,Working,Dress_364,Period_03,Yes,3,1,Yes,3,No,No,No,3,3,2,Yes,No,No,2,No,Maybe,no,Yes,no,Yes,Yes,No,Negligable,2,4,3,3,Yes,2,5,3,4,Yes,1,3
STU301,1255,12.63,454.3472727,6987,28.92272713,20.35090909,956.8226376,3.114676172,0.001885491,0.208107412,4.207271273,52.98660625,0.223995449,0.7158582,3.924601598,24.12777046,48.50909091,22.93939394,129.7272727,,Occ01,Age01,Hight04,Wieg02,Working,Dress_220,Period_03,Yes,3,3,2,2,Yes,No,No,3,3,4,No,Yes,No,4,No,Yes,no,Maybe,No,Yes,Yes,No,LittleWindy,4,5,4,3,No,3,2,2,4,Yes,1,2
STU301,1265,12.8039,461.14,7018.727273,40.19545448,20.55090909,975.8965589,3.096926017,0.001876765,0.195879602,4.036783132,52.81117769,0.223560289,0.686817083,3.518912641,24.63792254,48.01363636,23.3030303,131.8181818,,Occ02,Age02,Hight04,Wieg06,Stall,Dress_365,Period_04,No,3,3,4,2,Yes,No,No,3,2,3,Yes,No,No,2,No,No,no,No,yes,Yes,Yes,No,LittleWindy,3,2,2,3,No,3,2,3,3,Maybe,3,1
STU301,1275,12.9781,457.8931818,7021.090909,37.27727332,20.65,970.9336304,3.079249985,0.001870994,0.214446884,4.666637811,54.78051307,0.256813052,0.775260109,3.982449683,23.87506957,48.03636364,22.27272727,131.5454545,,Occ02,Age01,Hight03,Wieg02,Walking,Dress_364,Period_04,No,3,3,2,4,No,No,No,3,2,3,Yes,Yes,Yes,3,No,No,no,Maybe,No,Maybe,Yes,No,Negligable,4,3,4,3,No,3,5,4,3,Yes,3,3
STU301,1285,13.1519,438.8813636,7048.181818,34.6045456,20.64909091,976.486388,2.83961906,0.001771286,0.199457106,4.19059567,52.33451982,0.209327879,0.633869709,3.520274227,23.96275504,48.81363636,23.09090909,134.6363636,,Occ01,Age01,Hight04,Wieg03,Sleeping,Dress_192,Period_04,Yes,3,3,3,4,No,No,No,5,2,3,Yes,No,No,3,No,No,no,No,yes,No,Yes,No,LittleWindy,5,3,3,5,No,1,1,3,5,Yes,1,3
STU301,1295,13.3258,438.1659091,7057.363636,37.99999993,20.53909091,997.6268816,2.803006571,0.001732015,0.195068904,4.167341015,51.86354204,0.191027138,0.60083515,3.778529644,23.64095835,49.15909091,22.75757576,133.9090909,,Occ01,Age01,Hight04,Wieg02,Running,Dress_364,Period_05,No,3,3,1,4,No,Yes,No,3,2,1,No,No,Yes,2,No,Yes,no,No,yes,No,Yes,Yes,Negligable,3,1,1,4,No,2,2,2,1,Yes,1,2
STU302 ,1296,14.4108,438.71,7229,30.9,20.48,1261.380639,3.857986927,0.00440942,0.30096097,5.730556965,42.48094177,0.351899147,0.467677641,2.960482597,25.325,51.35,24.33333333,131,,Occ02,Age02,Hight04,Wieg02,Stall,Dress_207,Period_04,No,3,3,Maybe,3,No,Yes,Yes,3,3,2,Yes,No,Yes,2,Maybe,No,no,No,may be,No,Yes,Yes,LittleWindy,3,2,2,3,No,2,2,2,1,Yes,1,2
STU302 ,1304,14.53,439.7040909,7197.181818,27.80757547,20.48181818,1241.109708,3.689414285,0.003860314,0.275810021,5.460605535,44.34600275,0.292236763,0.512721998,3.379352006,25.06683881,50.97272727,24.24242424,132.4545455,,Occ02,Age02,Hight04,Wieg03,Walking,Dress_364,Period_05,Maybe,3,2,Maybe,2,Yes,No,Yes,3,4,4,Yes,No,No,3,Maybe,No,no,No,yes,Yes,Yes,No,LittleWindy,4,5,5,3,No,2,1,2,5,Yes,1,2
Lobby,1305,14.545,883.58,8102,24.35,20.53,#DIV/0!,3.917760086,0.0041846,0.285739374,6.284478188,42.64981079,0.351899147,0.417896509,2.960482597,25.2,51.45,20,143,,Occ02,Age02,Hight04,Wieg05,Walking,Dress_364,Period_02,Yes,3,3,2,4,Yes,Yes,Yes,3,3,3,Yes,Yes,No,4,Yes,Yes,no,Maybe,yes,Yes,Yes,No,Negligable,2,4,3,3,Yes,3,2,2,4,Yes,1,2
Lobby,1306,14.56,124.655,6003,29.31666603,20.63,1261.834423,3.759779692,0.004296474,0.316658258,6.154663563,42.22756577,0.339051032,0.442326641,2.960482597,24.925,52.2,19,134,,Occ01,Age01,Hight04,Wieg05,Working,Dress_364,Period_05,No,3,3,Yes,3,Maybe,No,No,3,3,4,No,No,Yes,2,No,Yes,maybe,Maybe,no,Maybe,No,No,Negligable,4,5,5,3,No,3,3,4,4,No,3,3
ELEV3,1307,14.5747,256.85,6992,30.03333397,20.55,1236.791045,4.018817902,0.004296474,0.312689066,6.547692299,43.66225433,0.302673364,0.467677641,4.00991869,25.375,53.65,26.33333333,130,,Occ01,Age01,Hight03,Wieg01,Running,Dress_364,Period_02,Yes,4,4,3,2,No,No,No,3,3,3,Yes,No,No,2,No,Yes,no,No,yes,No,Yes,No,LittleWindy,1,1,2,3,Yes,1,1,4,3,Yes,5,5
2ndFCorrridor,1308,14.5897,5.72,5645,26.51666603,20.63,1276.958891,3.877842426,0.00440942,0.358020878,6.459427357,43.24054718,0.537518024,0.467677641,3.478300333,24.825,56.7,17,140,,Occ01,Age01,Hight04,Wieg04,Walking,Dress_365,Period_03,No,3,3,4,3,No,No,No,3,3,5,Maybe,Yes,Yes,3,No,No,no,Maybe,yes,Maybe,Yes,No,Negligable,3,4,5,3,No,3,5,4,3,Yes,3,3
STU203,1309,14.6047,94.81,6699,28.55,20.66,1164.113959,4.080319405,0.004296474,0.328746915,6.328017712,43.91518021,0.3787251,0.394370317,3.478300333,24.8,55.7,18.66666667,136,,Occ01,Age01,Hight03,Wieg02,Sleeping,Dress_364,Period_03,Maybe,4,2,No,4,Maybe,No,Yes,4,3,4,No,Maybe,Maybe,3,Maybe,No,no,Yes,yes,Maybe,Yes,Yes,LittleWindy,4,4,4,5,No,4,3,4,2,No,2,2
STU203,1314,14.6792,376.977,6250.2,25.02666679,20.76,1191.737451,3.749438324,0.004252585,0.28285372,6.190050411,41.14475784,0.378703213,0.313151961,3.584624004,24.71,53.74,19.6,132.8,,Occ02,Age02,Hight04,Wieg05,Walking,Dress_364,Period_02,Yes,3,3,2,4,Yes,Yes,Yes,3,3,3,Yes,Yes,No,4,Yes,Yes,no,Maybe,yes,Yes,Yes,No,Negligable,2,4,3,3,Yes,3,2,2,4,Yes,1,2
STU202,1315,14.6942,131.66,5911,27.1,20.7,1166.188052,3.957967281,0.0041846,0.293290997,6.81568718,41.29766083,0.407108545,0.329049087,4.00991869,24.2,54,21,135,,Occ01,Age01,Hight04,Wieg02,Working,Dress_213,Period_03,Yes,5,3,No,4,No,No,No,4,4,2,Maybe,No,No,4,No,No,no,Yes,no,Yes,Yes,No,LittleWindy,3,5,5,5,No,5,4,2,2,Yes,1,3
STU202,1318,14.7389,399.815,6368.333333,24.34444402,20.69333333,1123.451684,3.671046178,0.0041846,0.299816545,6.592869282,40.73319753,0.389354523,0.265640132,3.133088509,24.31666667,57.66666667,22,136.3333333,,Occ01,Age01,Hight04,Wieg03,Stall,Dress_192,Period_02,Yes,4,4,No,3,No,No,No,3,4,5,Yes,No,No,2,No,Maybe,no,No,may be,No,Yes,No,LittleWindy,4,4,3,5,No,1,1,4,3,Yes,5,5
corredor,1319,14.7539,269.86,6977,24.71666603,20.53,1064.039422,3.740350008,0.0041846,0.278304935,6.547692299,40.95913696,0.365121603,0.220571613,2.960482597,24.4,57.4,23.33333333,118,,Occ01,Age01,Hight03,Wieg03,Working,Dress_364,Period_04,Yes,3,2,Yes,3,No,No,Maybe,4,3,2,Yes,Yes,No,2,No,No,no,Yes,no,Yes,Yes,No,Negligable,4,4,4,3,No,3,2,4,5,Yes,3,1
STU207,1320,14.7686,15.58,6508,25.68333397,20.58,1107.474126,3.625228643,0.004296474,0.297111177,6.770689964,40.62039948,0.392717886,0.253601837,3.478300333,24.625,57.5,22.33333333,130,,Occ01,Age01,Hight04,Wieg01,Working,Dress_220,Period_02,Yes,1,1,No,1,No,No,No,5,5,3,Yes,No,No,2,No,Maybe,no,No,may be,Yes,Yes,No,Negligable,3,1,1,4,No,3,5,2,5,Yes,4,4
STU207,1330,14.9178,232.998,6139.8,28.35166661,20.601,1076.51994,3.667919564,0.00420773,0.302342313,6.845316601,40.93364983,0.416402595,0.264508434,3.798532844,24.1075,58.695,21.56666667,137.6,,Occ01,Age01,Hight04,Wieg01,Running,Dress_192,Period_03,No,2,2,4,3,No,No,No,3,2,4,Yes,No,No,1,No,No,no,Yes,yes,Yes,Yes,No,LittleWindy,4,4,4,5,No,5,3,2,4,Yes,5,3
ArchSpace,1331,14.9328,43.085,5548,35.36666667,20.64,1043.506919,3.587409735,0.004073806,0.308749914,7.042669296,40.87447739,0.421903992,0.190493355,4.00991869,23.8,64.2,23,151,,Occ01,Age01,Hight04,Wieg03,Stall,Dress_192,Period_02,Yes,4,4,No,3,No,No,No,3,4,5,Yes,No,No,2,No,Maybe,no,No,may be,No,Yes,No,LittleWindy,4,4,3,5,No,1,1,4,3,Yes,5,5
