Location ,Time,Decimal,Illumination level (Lux),Color Tempreture,Average Noise level,O2 Concentration (%Vol),CO2 at any moment (PPM),LPG concen (ppm),Alcohole Concen (ppm),Methan Concen (ppm),CO concen (ppm),Hydrogyn Concen (ppm),Netric tVOC level (ppm),VOC Formerdahied Level (ppm),Different VOC (CO) Level (ppm),Room Temp ( C ),Room reative humadity %,Radiant Temp 1 (C),Wind Speed (mm/s),,Occupation ,Age,Height,Weight ,Body Activity,Clothing Layer,How long do you spend in the building during the day ,Does the temperature in this part of the building have a negative effect on your work performance? ,"How would you describe the summer indoor air temperature ""most time feeling""?","How would you describe the winter indoor air temperature ""most time feeling""",Do you feel comfortable under the current temperature ? ,How you describe the current temperature in this room?,"Does the distraction from noise in this part of building have a negative effect on your work performance ""most time feeling""?",Is there significant distraction from noise outside (in this moment) ? ,Is there significant distraction from background noise (machine and undefined noise sources)? ,"How would you describe the noise in building generally ""most time feeling""?",How would describe noise at this moment?,Comfort Under current noise Level,Distraction from people noise,"Does the quality of air in this part of building have a negative effect on your work performance ""most time feeling""?",Do you have control over air condition system ?,"How would you describe the ventilation and air quality of building  ""most time feeling""?","Do you smell odor or unusual smell in your work-space ""most time feeling""?","Do you feel sleepy or headache when you get to your work-space ""most time feeling""?","Right now, do you smell unusual smell?",Does the quality of light (color and light level) in this part of building have a negative effect on your work performance ?,Is there availability of natural light?,Are there blinds or shutters blocking the natural light ? ,Do you have control over artificial lightning ?,Is there any luminare is OFF at this moment?,Air speed at this moment,Ventilation and Air smell,Comfortable under light colour ,Comfort under the current light level,Describe the current light level ,Is there any luminare is OFF at this moment?,How accessible is from the parking lot to the main door of the college?,How is easy to go from one floor to another?,How easy is the horizontal circulation?,How easy is to get out of the building in emergency situation?,Do you know the route to the nearest emergency door?,How would you rate the level of cleanliness of the building?,How clean is your work-space?
ArchSpace,1340,15.0669,246.8161111,6367,33.27407372,20.50555556,1001.615416,3.495835834,0.004013344,0.305522866,6.869525115,40.94958581,0.397989461,0.174402814,3.430297216,23.65,64.49444444,21.85185185,138,,Occ01,Age01,Hight03,Wieg01,Working,Dress_364,Period_02,Yes,4,4,4,3,No,No,Yes,4,3,4,Yes,Yes,Yes,5,No,Yes,yes,Maybe,yes,Yes,Yes,No,LittleWindy,4,4,3,5,No,3,4,5,4,Yes,1,4
STU210,1341,15.0819,423.745,6442,27.5,20.56,935.2983867,3.402400732,0.003747971,0.316658258,7.042669296,40.28144836,0.468804932,0.150620151,2.960482597,23.425,59.65,22,133,,Occ02,Age03,Hight06,Wieg04,Walking,Dress_150,Period_03,Yes,3,2,4,2,No,No,No,4,2,4,Yes,Yes,No,2,No,No,no,Yes,No,Yes,Yes,No,Negligable,2,4,5,1,No,3,2,4,5,Yes,3,1
STU210,1343,15.1119,352.8725,7030,23.61666635,20.445,965.1268368,3.268249631,0.003694768,0.304974628,6.908474446,39.9422226,0.547165513,0.127339983,2.45795846,23.2875,69.425,24,130,,Occ01,Age01,Hight03,Wieg02,Working,Dress_364,Period_04,Yes,3,1,No,4,Yes,No,Maybe,2,2,5,Yes,No,No,1,No,Maybe,no,Yes,no,Yes,Yes,No,LittleWindy,4,5,5,3,No,3,4,1,3,Yes,1,1
Lobby,1344,15.1267,24.375,6743,27.16666667,20.49,925.1054336,3.035471201,0.003329061,0.260228729,6.111657143,39.17811203,0.302673364,0.097039747,1.972667789,23.45,70.2,22,136,,Occ02,Age02,Hight04,Wieg02,Stall,Dress_207,Period_04,No,3,3,Maybe,3,No,Yes,Yes,3,3,2,Yes,No,Yes,2,Maybe,No,no,No,may be,No,Yes,Yes,LittleWindy,3,2,2,3,No,2,2,2,1,Yes,1,2
ELEV4,1345,15.1417,197.585,5391,90.03333588,20.49,958.6187753,3.512590885,0.003641564,0.345290875,7.695944309,40.78979492,0.654969215,0.176519623,4.00991869,23.45,62.15,26.33333333,74,,Occ02,Age02,Hight04,Wieg04,Working,Dress_364,Period_04,No,2,3,No,2,No,No,No,2,2,2,Yes,No,Yes,2,No,No,no,No,no,No,Yes,No,LittleWindy,4,4,4,5,No,3,4,2,5,Yes,2,2
ELEV4,1346,15.1567,111,6644,27.28333397,20.41,962.9886265,3.206614494,0.003747971,0.278304935,6.371688366,40.28144836,0.485303974,0.176519623,2.960482597,23.65,71.2,24,141,,Occ01,Age01,Hight02,Wieg05,Walking,Dress_364,Period_04,Yes,1,1,4,3,Yes,No,No,4,3,4,Yes,No,No,3,No,No,no,Yes,yes,Yes,Yes,No,LittleWindy,3,3,3,3,No,5,3,3,4,Maybe,1,1
STU304,1347,15.1714,563.365,7943,58.56666667,20.32,943.8341248,3.171869755,0.003641564,0.270987725,6.41549015,40.02707291,0.437113333,0.138660967,3.478300333,23.65,62.45,24,137,,Occ01,Age01,Hight03,Wieg02,Walking,Dress_99,Period_04,Yes,1,3,3,3,Yes,No,No,5,1,1,Yes,Yes,Yes,2,No,Maybe,yes,Yes,yes,Maybe,Yes,Yes,LittleWindy,3,5,5,5,No,2,1,1,1,Yes,1,1
STU304,1351,15.2311,423.475,7175,44.60416683,20.3675,931.5888806,3.120914102,0.003562596,0.27103842,6.482289195,40.15426064,0.376697153,0.148285181,3.093760431,23.375,61.85,23.58333333,131.5,,Occ01,Age01,Hight04,Wieg03,Walking,Dress_192,Period_04,Yes,1,1,No,1,Yes,No,No,4,3,4,Yes,No,No,3,No,No,no,Yes,may be,Yes,Yes,No,LittleWindy,4,5,5,4,No,5,3,3,4,Maybe,1,1
STU302 ,1352,15.2461,593.38,8118,24.35,20.29,900.7065091,3.438860655,0.003641564,0.282007484,6.547692299,40.70510864,0.468804932,0.190493355,2.960482597,23.45,58.2,22.66666667,133,,Occ01,Age01,Hight04,Wieg03,Sleeping,Dress_192,Period_04,Yes,3,3,3,4,No,No,No,5,2,3,Yes,No,No,3,No,No,no,No,yes,No,Yes,No,LittleWindy,5,3,3,5,No,1,1,3,5,Yes,1,3
STU302 ,1355,15.2908,582.8183333,8020.666667,63.62222329,20.25666667,888.860077,3.556473891,0.003677774,0.292047183,6.756354014,40.98728562,0.379600247,0.236709499,3.48290054,23.65833333,58.2,23.44444444,134.3333333,,Occ01,Age01,Hight03,Wieg02,Walking,Dress_206,Period_03,Yes,1,3,Yes,3,Yes,No,No,5,5,4,Maybe,Yes,Yes,2,No,Maybe,yes,Yes,may be,Maybe,Yes,Yes,Negligable,5,5,5,5,No,2,1,1,1,Yes,1,1
STU301,1356,10.8008,416.66,6729,24.58333397,20.5,859.3890818,4.24636364,0.004831542,0.297272062,5.604156494,42.92390442,0.19382329,0.481604433,4.00991869,24.5,51.5,27,137,,Occ01,Age01,Hight04,Wieg05,Working,Dress_364,Period_05,No,3,3,Yes,3,Maybe,No,No,3,3,4,No,No,Yes,2,No,Yes,maybe,Maybe,no,Maybe,No,No,Negligable,4,5,5,3,No,3,3,4,4,No,3,3
STU301,1363,10.9053,383.4514286,6935.142857,26.0404762,20.53857143,815.6273239,4.090573039,0.004700553,0.30828104,5.636071205,42.59454945,0.208612007,0.491643395,4.243161542,24.69285714,51.47142857,26.28571429,133.5714286,,Occ01,Age01,Hight05,Wieg03,Working,Dress_78,Period_04,No,3,3,No,2,No,Yes,No,3,4,3,Yes,Yes,Yes,3,No,Yes,no,Maybe,may be,Maybe,Yes,No,LittleWindy,4,4,4,3,No,3,5,4,3,Yes,3,3
Corridor ,1364,10.9203,251.915,7132,25.4333327,20.56,847.2081723,4.204435349,0.004729302,0.301084232,5.604156494,42.75323486,0.166275253,0.481604433,3.478300333,24.525,51.65,23.66666667,130,,Occ01,Age01,Hight04,Wieg01,Working,Dress_220,Period_02,Yes,1,1,No,1,No,No,No,5,5,3,Yes,No,No,2,No,Maybe,no,No,may be,Yes,Yes,No,Negligable,3,1,1,4,No,3,5,2,5,Yes,4,4
Corridor ,1370,11.0097,264.5158333,6964.333333,25.76111165,20.52666667,793.3254056,3.932887348,0.004494137,0.305052309,5.791648785,42.32621765,0.213995407,0.482883755,3.746409615,24.6875,51.975,23.33333333,135.3333333,,Occ02,Age02,Hight04,Wieg05,Walking,Dress_364,Period_02,Yes,3,3,2,4,Yes,Yes,Yes,3,3,3,Yes,Yes,No,4,Yes,Yes,no,Maybe,yes,Yes,Yes,No,Negligable,2,4,3,3,Yes,3,2,2,4,Yes,1,2
Corridor ,1376,11.0992,275.5416667,6367.5,25.4499999,20.52166667,768.2973837,3.736973405,0.004494002,0.324036904,6.182778279,42.2409153,0.279789341,0.398484743,3.566903393,24.34166667,55.16666667,24.33333333,135.8333333,,Occ02,Age02,Hight03,Wieg03,Working,Dress_150,Period_04,No,2,3,Maybe,2,Yes,No,Yes,3,4,4,Yes,No,No,2,No,No,no,No,yes,Maybe,Yes,No,LittleWindy,3,3,3,3,No,4,4,2,1,Maybe,2,5
CL307,1377,11.1142,299.605,5847,26.99999938,20.53,793.9169841,3.628601789,0.004527267,0.336717939,6.172275543,41.81374359,0.216704869,0.332112813,3.478300333,24.3,57.5,23,136,,Occ01,Age01,Hight04,Wieg01,Working,Dress_364,Period_04,No,3,3,3,3,No,No,No,3,3,4,No,No,Yes,4,No,Yes,maybe,Yes,yes,No,No,No,Negligable,1,5,4,3,No,5,4,2,2,Yes,1,1
CL307,1384,11.2186,415.0457143,6800.428571,35.24285715,20.45285714,754.5538855,3.749170406,0.004385295,0.339686366,6.328915324,42.24091503,0.295266823,0.325165725,3.184589284,24.37857143,56.95714286,25.52380952,132.2857143,,Occ02,Age02,Hight04,Wieg05,Walking,Dress_220,Period_04,No,3,3,2,2,No,No,No,3,2,3,Yes,No,Yes,2,Yes,No,no,No,yes,No,Yes,Yes,LittleWindy,4,5,5,3,No,3,4,2,4,Yes,1,1
Corridor ,1385,11.2336,117.64,6490,26.26666603,20.53,729.7394415,3.781562567,0.004427472,0.35755887,6.367131233,42.66788483,0.278242469,0.332112813,3.478300333,24.525,57.2,27,132,,Occ02,Age02,Hight04,Wieg04,Working,Dress_364,Period_04,No,2,3,No,2,No,No,No,2,2,2,Yes,No,Yes,2,No,No,no,No,no,No,Yes,No,LittleWindy,4,4,4,5,No,3,4,2,5,Yes,2,2
Corridor ,1388,11.2783,194.8116667,7231.333333,37.91666689,20.35,726.691918,4.453271866,0.004663311,0.393647575,6.873181502,43.23652013,0.36520981,0.55929393,4.388321161,24.375,58.71666667,26,137.3333333,,Occ02,Age03,Hight05,Wieg05,Stall,Dress_194,Period_05,No,3,3,Yes,3,Maybe,No,No,4,4,4,Maybe,No,No,2,No,No,no,No,yes,No,Yes,No,Negligable,1,5,4,3,No,4,1,3,5,Yes,2,2
CL302,1389,11.2933,240.47,7988,26.16666667,20.22,737.1261145,5.148572445,0.005038443,0.419994926,6.84602499,43.86190414,0.319024825,0.850243759,5.110030174,24.925,59.85,26,130,,Occ01,Age01,Hight04,Wieg05,Working,Dress_365,Period_03,Yes,3,1,3,2,Yes,No,No,2,3,3,Yes,No,No,1,No,No,no,Yes,yes,Yes,Yes,No,LittleWindy,3,5,4,2,No,3,4,1,3,Yes,1,1
CL302,1397,11.4125,303.525,7896.75,29.91874993,20.215,718.8059546,5.548406005,0.00569363,0.418027304,6.772391558,44.16007137,0.347343639,0.769021642,5.537603974,25.48125,57.03125,25.70833333,137.25,,Occ01,Age01,Hight04,Wieg03,Sleeping,Dress_192,Period_04,Yes,3,3,3,4,No,No,No,5,2,3,Yes,No,No,3,No,No,no,No,yes,No,Yes,No,LittleWindy,5,3,3,5,No,1,1,3,5,Yes,1,3
CL302,1404,11.5169,252.3371429,7540.571429,31.79999974,20.37428571,706.1738569,4.719043391,0.005539425,0.36745988,6.39561476,43.31375068,0.280687629,0.427872685,4.794049059,25.81071429,53.20714286,25.76190476,130.2857143,,Occ02,Age02,Hight04,Wieg04,Working,Dress_364,Period_04,No,2,3,No,2,No,No,No,2,2,2,Yes,No,Yes,2,No,No,no,No,no,No,Yes,No,LittleWindy,4,4,4,5,No,3,4,2,5,Yes,2,2
LAB302,1405,11.5319,6.89,7634,26,20.51,676.7088469,4.142091274,0.005143096,0.34913187,6.095101833,42.24096298,0.19382329,0.387574005,4.554152012,25.8,52.35,25.66666667,130,,Occ01,Age01,Hight03,Wieg01,Working,Dress_364,Period_02,Yes,3,3,4,3,Yes,No,Yes,3,2,2,Yes,Yes,No,4,No,Yes,no,Maybe,yes,Yes,Yes,No,LittleWindy,3,4,4,3,Yes,3,2,2,4,Yes,1,2
LAB302,1411,11.6214,8.744166667,7522.666667,25.79722234,20.475,713.695168,4.122721958,0.005056151,0.34501398,6.147576094,42.4970487,0.272660863,0.350366493,4.372740905,25.85833333,52.21666667,25.66666667,129.1666667,,Occ01,Age01,Hight04,Wieg03,Stall,Dress_192,Period_02,Yes,4,4,No,3,No,No,No,3,4,5,Yes,No,No,2,No,Maybe,no,No,may be,No,Yes,No,LittleWindy,4,4,3,5,No,1,1,4,3,Yes,5,5
Corridor ,1412,11.6364,3.675,5199,23.48333397,20.47,661.4226966,4.01935339,0.004934588,0.324573636,6.095101833,42.66788483,0.26871016,0.332112813,4.00991869,25.575,52.1,20.33333333,131,,Occ03,Age02,Hight03,Wieg03,Working,Dress_364,Period_05,Yes,3,3,Yes,2,No,No,No,3,4,3,Yes,No,No,3,No,No,no,Yes,no,Yes,Yes,No,Negligable,1,5,5,3,No,2,4,2,4,Yes,4,1
Corridor ,1413,11.6511,123.965,6624,29.50000064,20.6,777.1470991,3.591048956,0.004627872,0.30492568,5.866212368,41.72828293,0.278242469,0.282116871,3.478300333,25.575,51.9,17.33333333,134,,Occ01,Age01,Hight04,Wieg03,Walking,Dress_192,Period_04,Yes,1,1,No,1,Yes,No,No,4,3,4,Yes,No,No,3,No,No,no,Yes,may be,Yes,Yes,No,LittleWindy,4,5,5,4,No,5,3,3,4,Maybe,1,1
CL310,1414,11.6661,65.73,6189,24.68333397,20.63,676.0378215,3.591048956,0.004729302,0.267813301,5.604156494,41.64279175,0.179641018,0.259083462,2.960482597,25.5,48.25,20.33333333,134,,Occ01,Age01,Hight03,Wieg02,Walking,Dress_364,Period_05,Yes,3,3,Maybe,2,Yes,Maybe,Maybe,3,3,3,No,Yes,No,4,Yes,Yes,no,Maybe,no,Yes,Yes,No,Negligable,5,5,5,5,No,3,2,2,4,Yes,1,2
CL310,1421,11.7706,272.8585714,7002.428571,43.34285678,20.73285714,708.1312278,3.194323199,0.004231315,0.257836689,5.657276971,41.00718307,0.213172463,0.246820004,3.560373647,25.14285714,47.02142857,19.71428571,132,,Occ01,Age01,Hight04,Wieg02,Working,Dress_220,Period_03,Yes,3,3,2,2,Yes,No,No,3,3,4,No,Yes,No,4,No,Yes,no,Maybe,No,Yes,Yes,No,LittleWindy,4,5,4,3,No,3,2,2,4,Yes,1,2
Corridor ,1422,11.7856,139.045,6580,27.61666667,20.7,724.2689263,3.161135435,0.003940953,0.260734057,5.904085159,41.38623428,0.166275253,0.259083462,2.960482597,24.775,48,24.33333333,136,,Occ02,Age02,Hight04,Wieg03,Walking,Dress_364,Period_05,Maybe,3,2,Maybe,2,Yes,No,Yes,3,4,4,Yes,No,No,3,Maybe,No,no,No,yes,Yes,Yes,No,LittleWindy,4,5,5,3,No,2,1,2,5,Yes,1,2
Corridor ,1423,11.8003,143.2,6459,44.36666794,20.67,736.2539121,3.178299665,0.004036583,0.278645086,5.866212368,41.38623428,0.278242469,0.259083462,4.00991869,24.975,49.95,24.66666667,131,,Occ01,Age01,Hight03,Wieg01,Working,Dress_364,Period_02,Yes,4,4,4,3,No,No,Yes,4,3,4,Yes,Yes,Yes,5,No,Yes,yes,Maybe,yes,Yes,Yes,No,LittleWindy,4,4,3,5,No,3,4,5,4,Yes,1,4
AD316,1424,11.8153,86.73,7752,24.58333397,20.68,721.2083721,3.247595072,0.004036583,0.286009293,6.018364429,41.64279175,0.341080332,0.259083462,3.478300333,24.675,50.75,23.66666667,134,,Occ01,Age01,Hight05,Wieg02,Stall,Dress_213,Period_05,No,3,2,2,4,Maybe,No,Maybe,2,2,4,Yes,Maybe,Yes,2,Yes,No,no,No,yes,Yes,Yes,Yes,LittleWindy,1,2,4,1,Yes,5,5,4,4,Maybe,2,4
AD316,1430,11.9047,205.5933333,7505.333333,44.8583344,20.55666667,734.7946411,3.178630869,0.003893841,0.293517806,5.910726547,41.65701548,0.235894587,0.282333274,3.140486479,24.34583333,52.46666667,21.16666667,133.6666667,,Occ02,Age02,Hight04,Wieg04,Working,Dress_364,Period_04,No,3,3,Yes,3,Yes,No,No,3,3,3,Yes,No,No,2,Yes,No,no,No,may be,Yes,Yes,No,Negligable,4,3,4,3,No,3,2,3,3,Maybe,3,1
AD316,1436,11.9947,218.0641667,7728.5,50.53611207,20.49666667,736.1103522,3.127425273,0.003814852,0.297921999,5.910707792,41.50024351,0.234092726,0.263560332,3.219391465,24.18333333,52.675,21.55555556,136.3333333,,Occ02,Age02,Hight04,Wieg05,Walking,Dress_220,Period_04,No,3,3,2,2,No,No,No,3,2,3,Yes,No,Yes,2,Yes,No,no,No,yes,No,Yes,Yes,LittleWindy,4,5,5,3,No,3,4,2,4,Yes,1,1
Corridor ,1437,12.0092,372.83,5651,83.33333588,20.49,725.7859642,2.992984772,0.003846165,0.293488979,5.753245831,41.30069351,0.241624832,0.282116871,4.00991869,23.9,53.65,24.33333333,132,,Occ01,Age01,Hight04,Wieg04,Working,Dress_192,Period_03,Yes,4,4,Yes,2,No,No,No,4,5,1,Yes,Yes,Yes,5,Yes,Yes,yes,Maybe,may be,Yes,Yes,No,Negligable,5,5,5,5,No,3,4,5,4,Yes,1,4
Corridor ,1441,12.0689,152.36,5688,50.13749952,20.5375,753.7936648,3.06401664,0.003705895,0.299265492,5.727710605,41.19370461,0.220094159,0.276683123,2.838674963,23.7875,54.85,22.33333333,134.75,,Occ03,Age02,Hight04,Wieg02,Working,Dress_192,Period_05,Yes,3,3,Yes,3,No,No,No,4,3,2,Yes,No,No,3,No,No,no,No,no,Yes,Yes,No,Negligable,3,1,1,4,No,3,2,4,3,Maybe,2,2
CL316,1442,12.0839,206.565,8383,26.71666603,20.56,719.4912992,2.9765172,0.003475543,0.275005937,5.530266762,41.04397202,0.172858381,0.259083462,1.972667789,23.675,56.4,25,136,,Occ01,Age01,Hight05,Wieg05,Stall,Dress_220,Period_03,No,1,4,No,2,No,No,Yes,3,5,2,Yes,No,No,4,No,Yes,no,Yes,no,Maybe,Yes,Yes,Negligable,2,4,5,1,No,2,3,2,3,Yes,2,2
CL316,1444,12.1136,331.965,7382,43.83333302,20.495,733.4725299,2.862988854,0.003659566,0.257292962,5.167592526,40.40159607,0.184372485,0.237930072,2.709220529,23.775,52.225,23.16666667,134.5,,Occ01,Age01,Hight03,Wieg01,Running,Dress_364,Period_02,Yes,4,4,3,2,No,No,No,3,3,3,Yes,No,No,2,No,Yes,no,No,yes,No,Yes,No,LittleWindy,1,1,2,3,Yes,1,1,4,3,Yes,5,5
STU211,1445,13.1933,6.86,7294,18.95,20.22,847.783579,4.257474422,0.004529366,0.301022077,5.512956619,42.23587036,0.353128576,0.513384438,4.005665779,21.975,55.45,22.33333333,140,,Occ02,Age02,Hight04,Wieg03,Walking,Dress_364,Period_05,Maybe,3,2,Maybe,2,Yes,No,Yes,3,4,4,Yes,No,No,3,Maybe,No,no,No,NO,Yes,Yes,yes,LittleWindy,4,5,5,3,No,2,1,2,5,Yes,1,2
STU211,1455,13.3422,6.702,7321.6,25.78833359,20.175,830.6269512,4.251619577,0.004338971,0.296445476,5.361901808,42.3533905,0.404317875,0.521952443,4.254158902,21.9325,55.535,21.9,140.2,,Occ01,Age01,Hight03,Wieg02,Stall,Dress_213,Period_03,Maybe,3,3,3,3,Maybe,Maybe,No,2,2,2,Yes,Maybe,Maybe,3,Maybe,Yes,no,Maybe,NO,Maybe,Yes,yes,Negligable,4,5,5,3,No,4,4,4,5,Maybe,5,5
STU211,1465,13.4914,1.875,7380.9,40.91,20.156,839.070994,4.003874693,0.004141676,0.278947469,5.397150278,42.10834808,0.395601993,0.493548465,3.850301528,22.16,55.755,21.86666667,137.3,,Occ01,Age01,Hight05,Wieg02,Running,Dress_192,Period_04,Yes,3,2,Maybe,1,No,Maybe,Yes,3,1,3,Yes,No,Yes,3,Maybe,No,no,Maybe,NO,No,Yes,yes,LittleWindy,5,3,3,5,No,1,3,2,4,Maybe,1,4
STU211,1475,13.6406,1.864,7368.1,22.255,20.181,865.873854,3.818351707,0.003975222,0.271220317,5.406330204,42.01027756,0.442693372,0.414932232,4.090369153,22.3725,55.695,21.83333333,136.2,,Occ01,Age01,Hight04,Wieg05,Working,Dress_365,Period_03,Yes,3,1,3,2,Yes,No,No,2,3,3,Yes,No,No,1,No,No,no,Yes,NO,Yes,Yes,yes,LittleWindy,3,5,4,2,No,3,4,1,3,Yes,1,1
STU211,1485,13.7897,110.6365,6593.5,32.72500038,20.304,895.0921041,3.609059381,0.003703757,0.256328742,5.429889679,42.42187767,0.427420073,0.335651157,3.625135374,22.3125,56.29,21.4,134.9,,Occ01,Age01,Hight03,Wieg02,Stall,Dress_213,Period_03,Maybe,3,3,3,3,Maybe,Maybe,No,2,2,2,Yes,Maybe,Maybe,3,Maybe,Yes,no,Maybe,NO,Maybe,Yes,yes,Negligable,4,5,5,3,No,4,4,4,5,Maybe,5,5
STU211,1495,13.9389,2.3945,4440,30.64999981,20.259,904.7233094,3.363005733,0.003623626,0.242891059,5.454953241,41.68653412,0.429702673,0.275502202,4.090369153,22.26,56.665,21.43333333,135.3,,Occ01,Age01,Hight03,Wieg01,Walking,Dress_365,Period_03,Maybe,3,3,No,2,Maybe,No,No,4,5,3,Yes,Maybe,No,3,Yes,Yes,no,Yes,NO,Maybe,Yes,yes,LittleWindy,1,1,2,3,Yes,5,5,5,5,Yes,1,2
STU211,1505,14.0881,1.3575,4263.8,24.405,20.215,949.9213422,3.288903546,0.00344822,0.243217039,5.379456425,41.82405739,0.413604526,0.256867242,3.771215153,21.9475,56.59,21.6,138.1,,Occ01,Age01,Hight04,Wieg05,Working,Dress_365,Period_03,Yes,3,1,3,2,Yes,No,No,2,3,3,Yes,No,No,1,No,No,no,Yes,NO,Yes,Yes,yes,LittleWindy,3,5,4,2,No,3,4,1,3,Yes,1,1
STU211,1515,14.2375,1.1055,4112.8,35.87666718,20.203,986.7525298,3.199482489,0.003361359,0.238858774,5.352659988,42.03983078,0.376852255,0.253718841,3.385497236,21.8975,56.635,21.5,134.6,,Occ01,Age01,Hight03,Wieg02,Running,Dress_99,Period_05,Yes,1,3,Maybe,3,Yes,No,No,2,2,3,Yes,Yes,No,2,No,Yes,yes,No,NO,Yes,No,yes,LittleWindy,1,2,4,1,Yes,3,3,3,4,Yes,1,2
STU211,1525,14.3867,0.6795,4009.9,31.51166698,20.184,1057.191753,3.044909558,0.003275384,0.230582175,5.388233757,41.7062233,0.425701108,0.246144695,3.850301528,21.815,56.765,21.23333333,135.4,,Occ02,Age01,Hight04,Wieg03,Walking,Dress_364,Period_03,Yes,3,1,4,4,Yes,No,No,2,2,3,Yes,No,No,1,No,No,no,Yes,NO,Yes,Yes,yes,Negligable,4,4,4,3,No,3,4,1,3,Yes,1,1
STU211,1535,14.5358,0.334,3957.8,23.81833359,20.184,1094.632804,3.009318962,0.003081079,0.230546157,5.29542923,41.96133995,0.379778433,0.248775134,3.695366764,21.81,56.735,20.93333333,137.7,,Occ02,Age02,Hight03,Wieg05,Working,Dress_192,Period_05,Maybe,3,3,2,2,Maybe,No,No,4,2,3,Yes,Maybe,No,3,No,No,no,Yes,NO,Maybe,Yes,yes,Negligable,5,5,5,5,No,5,5,5,5,Yes,1,2
STU211,1545,14.685,0.39,3903.3,31.35000038,20.189,1070.540013,2.974396052,0.00307276,0.22858696,5.247100401,42.17703819,0.424268603,0.241042414,3.542494988,21.795,56.76,21.33333333,134.1,,Occ01,Age01,Hight03,Wieg01,Working,Dress_364,Period_02,Yes,3,3,4,3,Yes,No,Yes,3,2,2,Yes,Yes,No,4,No,Yes,no,Maybe,NO,Yes,Yes,yes,LittleWindy,3,4,4,3,Yes,3,2,2,4,Yes,1,2
STU211,1555,14.8342,0.3825,3903,34.74999924,20.22,978.7646219,2.85463901,0.003039483,0.222792053,5.264608097,41.95145226,0.419783587,0.236273131,3.37945075,21.74,56.76,21.1,135.2,,Occ01,Age02,Hight03,Wieg02,Walking,Dress_365,Period_05,Yes,1,3,4,3,Yes,No,No,5,5,2,Yes,Yes,Yes,2,No,No,yes,Yes,NO,Maybe,Yes,yes,Negligable,4,4,5,4,No,2,1,1,1,Yes,1,1
STU211,1565,14.9833,83.4375,5052.1,21.98,20.212,885.5471928,2.831958165,0.002891727,0.222435808,5.164234781,42.01036034,0.380774288,0.236436996,3.695366764,21.6975,56.73,21.16666667,136.9,,Occ02,Age02,Hight03,Wieg03,Working,Dress_150,Period_04,No,2,3,Maybe,2,Yes,No,Yes,3,4,4,Yes,No,No,2,No,No,no,No,NO,Maybe,Yes,yes,LittleWindy,3,3,3,3,No,4,4,2,1,Maybe,2,5
STU211,1575,15.1325,99.66,4512.3,36.38833321,20.14,844.2117376,2.799901323,0.002818184,0.222750878,5.19457612,41.92216415,0.409405055,0.236436996,3.310702205,21.765,56.97,21.16666667,135.1,,Occ01,Age01,Hight03,Wieg02,Stall,Dress_213,Period_03,Maybe,3,3,3,3,Maybe,Maybe,No,2,2,2,Yes,Maybe,Maybe,3,Maybe,Yes,no,Maybe,NO,Maybe,Yes,yes,Negligable,4,5,5,3,No,4,4,4,5,Maybe,5,5
STU211,1585,15.2817,1.4125,4268.8,26.64500019,20.069,788.3033764,2.764468422,0.002818099,0.22118921,5.392584038,41.94164352,0.442466879,0.241042414,3.613471889,21.9775,56.555,20.8,136,,Occ01,Age01,Hight05,Wieg01,Running,Dress_220,Period_03,Yes,3,3,2,4,No,No,Maybe,4,2,5,No,No,No,3,Maybe,No,no,No,NO,Yes,Yes,yes,LittleWindy,3,3,3,3,No,3,2,4,3,Maybe,2,2
STU211,1595,15.4308,0.8995,4233.7,27.3,20.13,749.8437345,2.864008608,0.00272203,0.23156316,5.455123997,42.68608513,0.420640874,0.248780403,3.774453139,22.445,56.005,21.7,136.6,,Occ01,Age01,Hight03,Wieg01,Working,Dress_220,Period_04,Maybe,3,3,Maybe,3,Maybe,Yes,Yes,2,5,2,Yes,Maybe,Maybe,3,Maybe,Maybe,no,Maybe,NO,Maybe,Yes,yes,Negligable,4,4,5,2,No,4,4,4,5,Maybe,5,5
STU211,1605,15.58,0.8915,4174.5,34.1933334,20.207,693.6655421,2.912134552,0.00274573,0.23484874,5.531333208,43.12630615,0.415714221,0.270230758,3.233800459,22.5575,55.65,21.26666667,134.8,,Occ01,Age01,Hight04,Wieg04,Walking,Dress_365,Period_03,No,3,3,4,3,No,No,No,3,3,5,Maybe,Yes,Yes,3,No,No,no,Maybe,NO,Maybe,Yes,yes,Negligable,3,4,5,3,No,3,5,4,3,Yes,3,3
STU211,1615,15.7292,0.556,4149.6,26.91499981,20.183,687.644924,2.899809775,0.002713791,0.232884026,5.661877632,43.22382698,0.42596159,0.282891343,3.929387903,22.6425,55.2,21.1,135.3,,Occ01,Age01,Hight03,Wieg01,Walking,Dress_192,Period_05,Yes,1,3,No,2,No,No,No,4,3,4,Yes,No,No,2,No,No,no,Yes,NO,Yes,Yes,yes,LittleWindy,3,4,4,3,Yes,1,5,3,1,Yes,1,4
