,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
odorUsuallyTransformed[26],0.806731,0.00471342,0.0594926,0.695657,0.812184,0.898932,159.314,10.5976,1.02262
odorUsuallyTransformed[27],0.193269,0.00471342,0.0594927,0.100961,0.187849,0.30413,159.314,10.5976,1.02262
odorUsuallyTransformed[28],0.806731,0.00471342,0.0594926,0.695657,0.812184,0.898932,159.314,10.5976,1.02262
odorUsuallyTransformed[29],0.806731,0.00471342,0.0594926,0.695657,0.812184,0.898932,159.314,10.5976,1.02262
odorUsuallyTransformed[30],0.806731,0.00471342,0.0594926,0.695657,0.812184,0.898932,159.314,10.5976,1.02262
odorUsuallyTransformed[31],0.806731,0.00471342,0.0594926,0.695657,0.812184,0.898932,159.314,10.5976,1.02262
odorUsuallyTransformed[32],0.806731,0.00471342,0.0594926,0.695657,0.812184,0.898932,159.314,10.5976,1.02262
odorUsuallyTransformed[33],0.806731,0.00471342,0.0594926,0.695657,0.812184,0.898932,159.314,10.5976,1.02262
odorUsuallyTransformed[34],0.806731,0.00471342,0.0594926,0.695657,0.812184,0.898932,159.314,10.5976,1.02262
odorUsuallyTransformed[35],0.806731,0.00471342,0.0594926,0.695657,0.812184,0.898932,159.314,10.5976,1.02262
odorUsuallyTransformed[36],0.806731,0.00471342,0.0594926,0.695657,0.812184,0.898932,159.314,10.5976,1.02262
odorUsuallyTransformed[37],0.193269,0.00471342,0.0594927,0.100961,0.187849,0.30413,159.314,10.5976,1.02262
odorUsuallyTransformed[38],0.806731,0.00471342,0.0594926,0.695657,0.812184,0.898932,159.314,10.5976,1.02262
odorUsuallyTransformed[39],0.806731,0.00471342,0.0594926,0.695657,0.812184,0.898932,159.314,10.5976,1.02262
sleepyTransformed[1],0.704146,0.00428883,0.0672253,0.590809,0.705774,0.812553,245.69,16.3434,1.01591
sleepyTransformed[2],0.704146,0.00428883,0.0672253,0.590809,0.705774,0.812553,245.69,16.3434,1.01591
sleepyTransformed[3],0.295854,0.00428883,0.0672253,0.187101,0.294243,0.40909,245.69,16.3434,1.01591
sleepyTransformed[4],0.704146,0.00428883,0.0672253,0.590809,0.705774,0.812553,245.69,16.3434,1.01591
sleepyTransformed[5],0.295854,0.00428883,0.0672253,0.187101,0.294243,0.40909,245.69,16.3434,1.01591
sleepyTransformed[6],0.295854,0.00428883,0.0672253,0.187101,0.294243,0.40909,245.69,16.3434,1.01591
sleepyTransformed[7],0.704146,0.00428883,0.0672253,0.590809,0.705774,0.812553,245.69,16.3434,1.01591
sleepyTransformed[8],0.704146,0.00428883,0.0672253,0.590809,0.705774,0.812553,245.69,16.3434,1.01591
sleepyTransformed[9],0.704146,0.00428883,0.0672253,0.590809,0.705774,0.812553,245.69,16.3434,1.01591
sleepyTransformed[10],0.704146,0.00428883,0.0672253,0.590809,0.705774,0.812553,245.69,16.3434,1.01591
sleepyTransformed[11],0.704146,0.00428883,0.0672253,0.590809,0.705774,0.812553,245.69,16.3434,1.01591
sleepyTransformed[12],0.704146,0.00428883,0.0672253,0.590809,0.705774,0.812553,245.69,16.3434,1.01591
sleepyTransformed[13],0.704146,0.00428883,0.0672253,0.590809,0.705774,0.812553,245.69,16.3434,1.01591
sleepyTransformed[14],0.704146,0.00428883,0.0672253,0.590809,0.705774,0.812553,245.69,16.3434,1.01591
sleepyTransformed[15],0.704146,0.00428883,0.0672253,0.590809,0.705774,0.812553,245.69,16.3434,1.01591
sleepyTransformed[16],0.704146,0.00428883,0.0672253,0.590809,0.705774,0.812553,245.69,16.3434,1.01591
sleepyTransformed[17],0.704146,0.00428883,0.0672253,0.590809,0.705774,0.812553,245.69,16.3434,1.01591
sleepyTransformed[18],0.704146,0.00428883,0.0672253,0.590809,0.705774,0.812553,245.69,16.3434,1.01591
sleepyTransformed[19],0.295854,0.00428883,0.0672253,0.187101,0.294243,0.40909,245.69,16.3434,1.01591
sleepyTransformed[20],0.704146,0.00428883,0.0672253,0.590809,0.705774,0.812553,245.69,16.3434,1.01591
sleepyTransformed[21],0.704146,0.00428883,0.0672253,0.590809,0.705774,0.812553,245.69,16.3434,1.01591
sleepyTransformed[22],0.704146,0.00428883,0.0672253,0.590809,0.705774,0.812553,245.69,16.3434,1.01591
sleepyTransformed[23],0.704146,0.00428883,0.0672253,0.590809,0.705774,0.812553,245.69,16.3434,1.01591
sleepyTransformed[24],0.704146,0.00428883,0.0672253,0.590809,0.705774,0.812553,245.69,16.3434,1.01591
sleepyTransformed[25],0.295854,0.00428883,0.0672253,0.187101,0.294243,0.40909,245.69,16.3434,1.01591
sleepyTransformed[26],0.704146,0.00428883,0.0672253,0.590809,0.705774,0.812553,245.69,16.3434,1.01591
sleepyTransformed[27],0.295854,0.00428883,0.0672253,0.187101,0.294243,0.40909,245.69,16.3434,1.01591
sleepyTransformed[28],0.704146,0.00428883,0.0672253,0.590809,0.705774,0.812553,245.69,16.3434,1.01591
sleepyTransformed[29],0.704146,0.00428883,0.0672253,0.590809,0.705774,0.812553,245.69,16.3434,1.01591
sleepyTransformed[30],0.295854,0.00428883,0.0672253,0.187101,0.294243,0.40909,245.69,16.3434,1.01591
sleepyTransformed[31],0.704146,0.00428883,0.0672253,0.590809,0.705774,0.812553,245.69,16.3434,1.01591
sleepyTransformed[32],0.295854,0.00428883,0.0672253,0.187101,0.294243,0.40909,245.69,16.3434,1.01591
sleepyTransformed[33],0.704146,0.00428883,0.0672253,0.590809,0.705774,0.812553,245.69,16.3434,1.01591
sleepyTransformed[34],0.295854,0.00428883,0.0672253,0.187101,0.294243,0.40909,245.69,16.3434,1.01591
sleepyTransformed[35],0.295854,0.00428883,0.0672253,0.187101,0.294243,0.40909,245.69,16.3434,1.01591
sleepyTransformed[36],0.704146,0.00428883,0.0672253,0.590809,0.705774,0.812553,245.69,16.3434,1.01591
sleepyTransformed[37],0.295854,0.00428883,0.0672253,0.187101,0.294243,0.40909,245.69,16.3434,1.01591
sleepyTransformed[38],0.704146,0.00428883,0.0672253,0.590809,0.705774,0.812553,245.69,16.3434,1.01591
sleepyTransformed[39],0.704146,0.00428883,0.0672253,0.590809,0.705774,0.812553,245.69,16.3434,1.01591
nigaAirTransformed[1],0.677316,0.00421052,0.067283,0.562415,0.676864,0.783382,255.351,16.9861,1.01017
nigaAirTransformed[2],0.677316,0.00421052,0.067283,0.562415,0.676864,0.783382,255.351,16.9861,1.01017
nigaAirTransformed[3],0.322684,0.00421052,0.067283,0.216583,0.323271,0.437558,255.351,16.9861,1.01017
nigaAirTransformed[4],0.677316,0.00421052,0.067283,0.562415,0.676864,0.783382,255.351,16.9861,1.01017
nigaAirTransformed[5],0.322684,0.00421052,0.067283,0.216583,0.323271,0.437558,255.351,16.9861,1.01017
nigaAirTransformed[6],0.322684,0.00421052,0.067283,0.216583,0.323271,0.437558,255.351,16.9861,1.01017
nigaAirTransformed[7],0.322684,0.00421052,0.067283,0.216583,0.323271,0.437558,255.351,16.9861,1.01017
nigaAirTransformed[8],0.677316,0.00421052,0.067283,0.562415,0.676864,0.783382,255.351,16.9861,1.01017
nigaAirTransformed[9],0.322684,0.00421052,0.067283,0.216583,0.323271,0.437558,255.351,16.9861,1.01017
nigaAirTransformed[10],0.677316,0.00421052,0.067283,0.562415,0.676864,0.783382,255.351,16.9861,1.01017
nigaAirTransformed[11],0.677316,0.00421052,0.067283,0.562415,0.676864,0.783382,255.351,16.9861,1.01017
nigaAirTransformed[12],0.322684,0.00421052,0.067283,0.216583,0.323271,0.437558,255.351,16.9861,1.01017
nigaAirTransformed[13],0.677316,0.00421052,0.067283,0.562415,0.676864,0.783382,255.351,16.9861,1.01017
nigaAirTransformed[14],0.677316,0.00421052,0.067283,0.562415,0.676864,0.783382,255.351,16.9861,1.01017
nigaAirTransformed[15],0.677316,0.00421052,0.067283,0.562415,0.676864,0.783382,255.351,16.9861,1.01017
nigaAirTransformed[16],0.677316,0.00421052,0.067283,0.562415,0.676864,0.783382,255.351,16.9861,1.01017
nigaAirTransformed[17],0.677316,0.00421052,0.067283,0.562415,0.676864,0.783382,255.351,16.9861,1.01017
nigaAirTransformed[18],0.677316,0.00421052,0.067283,0.562415,0.676864,0.783382,255.351,16.9861,1.01017
nigaAirTransformed[19],0.322684,0.00421052,0.067283,0.216583,0.323271,0.437558,255.351,16.9861,1.01017
nigaAirTransformed[20],0.677316,0.00421052,0.067283,0.562415,0.676864,0.783382,255.351,16.9861,1.01017
nigaAirTransformed[21],0.677316,0.00421052,0.067283,0.562415,0.676864,0.783382,255.351,16.9861,1.01017
nigaAirTransformed[22],0.322684,0.00421052,0.067283,0.216583,0.323271,0.437558,255.351,16.9861,1.01017
nigaAirTransformed[23],0.322684,0.00421052,0.067283,0.216583,0.323271,0.437558,255.351,16.9861,1.01017
nigaAirTransformed[24],0.677316,0.00421052,0.067283,0.562415,0.676864,0.783382,255.351,16.9861,1.01017
nigaAirTransformed[25],0.677316,0.00421052,0.067283,0.562415,0.676864,0.783382,255.351,16.9861,1.01017
nigaAirTransformed[26],0.677316,0.00421052,0.067283,0.562415,0.676864,0.783382,255.351,16.9861,1.01017
nigaAirTransformed[27],0.322684,0.00421052,0.067283,0.216583,0.323271,0.437558,255.351,16.9861,1.01017
nigaAirTransformed[28],0.677316,0.00421052,0.067283,0.562415,0.676864,0.783382,255.351,16.9861,1.01017
nigaAirTransformed[29],0.677316,0.00421052,0.067283,0.562415,0.676864,0.783382,255.351,16.9861,1.01017
nigaAirTransformed[30],0.677316,0.00421052,0.067283,0.562415,0.676864,0.783382,255.351,16.9861,1.01017
nigaAirTransformed[31],0.677316,0.00421052,0.067283,0.562415,0.676864,0.783382,255.351,16.9861,1.01017
nigaAirTransformed[32],0.322684,0.00421052,0.067283,0.216583,0.323271,0.437558,255.351,16.9861,1.01017
nigaAirTransformed[33],0.677316,0.00421052,0.067283,0.562415,0.676864,0.783382,255.351,16.9861,1.01017
nigaAirTransformed[34],0.677316,0.00421052,0.067283,0.562415,0.676864,0.783382,255.351,16.9861,1.01017
nigaAirTransformed[35],0.677316,0.00421052,0.067283,0.562415,0.676864,0.783382,255.351,16.9861,1.01017
nigaAirTransformed[36],0.322684,0.00421052,0.067283,0.216583,0.323271,0.437558,255.351,16.9861,1.01017
nigaAirTransformed[37],0.677316,0.00421052,0.067283,0.562415,0.676864,0.783382,255.351,16.9861,1.01017
nigaAirTransformed[38],0.677316,0.00421052,0.067283,0.562415,0.676864,0.783382,255.351,16.9861,1.01017
nigaAirTransformed[39],0.677316,0.00421052,0.067283,0.562415,0.676864,0.783382,255.351,16.9861,1.01017
ac_controlTransformed[1],0.727402,0.00445988,0.0699316,0.605791,0.730075,0.835123,245.868,16.3552,1.02647
ac_controlTransformed[2],0.272598,0.00445988,0.0699316,0.164877,0.269963,0.393754,245.868,16.3552,1.02647
ac_controlTransformed[3],0.727402,0.00445988,0.0699316,0.605791,0.730075,0.835123,245.868,16.3552,1.02647
ac_controlTransformed[4],0.727402,0.00445988,0.0699316,0.605791,0.730075,0.835123,245.868,16.3552,1.02647
ac_controlTransformed[5],0.727402,0.00445988,0.0699316,0.605791,0.730075,0.835123,245.868,16.3552,1.02647
ac_controlTransformed[6],0.272598,0.00445988,0.0699316,0.164877,0.269963,0.393754,245.868,16.3552,1.02647
ac_controlTransformed[7],0.727402,0.00445988,0.0699316,0.605791,0.730075,0.835123,245.868,16.3552,1.02647
ac_controlTransformed[8],0.727402,0.00445988,0.0699316,0.605791,0.730075,0.835123,245.868,16.3552,1.02647
ac_controlTransformed[9],0.727402,0.00445988,0.0699316,0.605791,0.730075,0.835123,245.868,16.3552,1.02647
ac_controlTransformed[10],0.727402,0.00445988,0.0699316,0.605791,0.730075,0.835123,245.868,16.3552,1.02647
ac_controlTransformed[11],0.727402,0.00445988,0.0699316,0.605791,0.730075,0.835123,245.868,16.3552,1.02647
ac_controlTransformed[12],0.727402,0.00445988,0.0699316,0.605791,0.730075,0.835123,245.868,16.3552,1.02647
ac_controlTransformed[13],0.727402,0.00445988,0.0699316,0.605791,0.730075,0.835123,245.868,16.3552,1.02647
ac_controlTransformed[14],0.727402,0.00445988,0.0699316,0.605791,0.730075,0.835123,245.868,16.3552,1.02647
ac_controlTransformed[15],0.727402,0.00445988,0.0699316,0.605791,0.730075,0.835123,245.868,16.3552,1.02647
ac_controlTransformed[16],0.727402,0.00445988,0.0699316,0.605791,0.730075,0.835123,245.868,16.3552,1.02647
ac_controlTransformed[17],0.727402,0.00445988,0.0699316,0.605791,0.730075,0.835123,245.868,16.3552,1.02647
ac_controlTransformed[18],0.727402,0.00445988,0.0699316,0.605791,0.730075,0.835123,245.868,16.3552,1.02647
ac_controlTransformed[19],0.272598,0.00445988,0.0699316,0.164877,0.269963,0.393754,245.868,16.3552,1.02647
ac_controlTransformed[20],0.727402,0.00445988,0.0699316,0.605791,0.730075,0.835123,245.868,16.3552,1.02647
ac_controlTransformed[21],0.727402,0.00445988,0.0699316,0.605791,0.730075,0.835123,245.868,16.3552,1.02647
ac_controlTransformed[22],0.727402,0.00445988,0.0699316,0.605791,0.730075,0.835123,245.868,16.3552,1.02647
ac_controlTransformed[23],0.272598,0.00445988,0.0699316,0.164877,0.269963,0.393754,245.868,16.3552,1.02647
ac_controlTransformed[24],0.272598,0.00445988,0.0699316,0.164877,0.269963,0.393754,245.868,16.3552,1.02647
ac_controlTransformed[25],0.727402,0.00445988,0.0699316,0.605791,0.730075,0.835123,245.868,16.3552,1.02647
ac_controlTransformed[26],0.272598,0.00445988,0.0699316,0.164877,0.269963,0.393754,245.868,16.3552,1.02647
ac_controlTransformed[27],0.727402,0.00445988,0.0699316,0.605791,0.730075,0.835123,245.868,16.3552,1.02647
ac_controlTransformed[28],0.727402,0.00445988,0.0699316,0.605791,0.730075,0.835123,245.868,16.3552,1.02647
ac_controlTransformed[29],0.727402,0.00445988,0.0699316,0.605791,0.730075,0.835123,245.868,16.3552,1.02647
ac_controlTransformed[30],0.727402,0.00445988,0.0699316,0.605791,0.730075,0.835123,245.868,16.3552,1.02647
ac_controlTransformed[31],0.727402,0.00445988,0.0699316,0.605791,0.730075,0.835123,245.868,16.3552,1.02647
ac_controlTransformed[32],0.272598,0.00445988,0.0699316,0.164877,0.269963,0.393754,245.868,16.3552,1.02647
ac_controlTransformed[33],0.727402,0.00445988,0.0699316,0.605791,0.730075,0.835123,245.868,16.3552,1.02647
ac_controlTransformed[34],0.272598,0.00445988,0.0699316,0.164877,0.269963,0.393754,245.868,16.3552,1.02647
ac_controlTransformed[35],0.272598,0.00445988,0.0699316,0.164877,0.269963,0.393754,245.868,16.3552,1.02647
ac_controlTransformed[36],0.727402,0.00445988,0.0699316,0.605791,0.730075,0.835123,245.868,16.3552,1.02647
ac_controlTransformed[37],0.727402,0.00445988,0.0699316,0.605791,0.730075,0.835123,245.868,16.3552,1.02647
ac_controlTransformed[38],0.727402,0.00445988,0.0699316,0.605791,0.730075,0.835123,245.868,16.3552,1.02647
ac_controlTransformed[39],0.272598,0.00445988,0.0699316,0.164877,0.269963,0.393754,245.868,16.3552,1.02647
vocCons[1],11.4246,0.0600205,0.543748,10.3762,11.5153,12.1486,82.0723,5.45948,1.03991
vocCons[2],10.6476,0.0553764,0.502374,9.6848,10.7296,11.3194,82.3011,5.47469,1.03997
vocCons[3],10.2293,0.052878,0.480132,9.31306,10.3057,10.8719,82.4461,5.48434,1.04001
vocCons[4],9.5551,0.0488548,0.444337,8.70502,9.62541,10.1471,82.7202,5.50257,1.04007
vocCons[5],2.17562,0.0488088,0.436569,1.60963,2.09869,3.03512,80.0036,5.32187,1.03556
vocCons[6],2.09466,0.0443237,0.396727,1.58097,2.02649,2.87561,80.1145,5.32924,1.03519
vocCons[7],7.90816,0.03905,0.357297,7.2215,7.96444,8.39088,83.7174,5.56891,1.0402
vocCons[8],7.5433,0.0368844,0.338123,6.89508,7.59578,8.00203,84.0357,5.59008,1.04022
vocCons[9],7.43107,0.036219,0.332236,6.79348,7.48256,7.88138,84.1438,5.59727,1.04022
vocCons[10],7.1807,0.0347355,0.319123,6.57132,7.22977,7.61564,84.4051,5.61465,1.04023
vocCons[11],6.89422,0.0330404,0.304156,6.31843,6.94131,7.31102,84.7426,5.63711,1.04023
vocCons[12],7.02044,0.0337869,0.310745,6.43,7.06894,7.44465,84.5883,5.62684,1.04023
vocCons[13],6.91616,0.0331702,0.305301,6.33778,6.96349,7.33444,84.7151,5.63528,1.04023
vocCons[14],6.72195,0.0320225,0.295178,6.1616,6.76693,7.12824,84.9687,5.65215,1.04023
vocCons[15],6.45352,0.0304386,0.281226,5.91759,6.49598,6.84178,85.3618,5.67829,1.04022
vocCons[16],6.65134,0.0316056,0.291504,6.09726,6.69559,7.05331,85.0671,5.65869,1.04023
vocCons[17],6.35447,0.0298549,0.276091,5.82866,6.39662,6.73568,85.521,5.68888,1.04021
vocCons[18],6.37172,0.0299565,0.276985,5.8445,6.41381,6.75415,85.4926,5.687,1.04021
vocCons[19],6.34048,0.0297725,0.275366,5.81581,6.38241,6.72069,85.5441,5.69042,1.04021
vocCons[20],6.24008,0.0291814,0.270169,5.72482,6.28062,6.61378,85.7154,5.70182,1.0402
vocCons[21],6.25588,0.0292744,0.270986,5.73912,6.29644,6.63056,85.6878,5.69998,1.0402
vocCons[22],5.64833,0.0257089,0.239722,5.19614,5.68395,5.9818,86.9454,5.78364,1.04009
vocCons[23],1.81019,0.0286676,0.258354,1.4634,1.76922,2.31556,81.2173,5.4026,1.03277
vocCons[24],5.68282,0.0259107,0.241487,5.22608,5.71845,6.01886,86.8614,5.77805,1.0401
vocCons[25],5.65709,0.0257602,0.24017,5.20373,5.69262,5.99121,86.9239,5.7822,1.04009
vocCons[26],5.74611,0.0262812,0.244729,5.28248,5.78229,6.08686,86.712,5.76811,1.04011
vocCons[27],5.80299,0.0266144,0.247646,5.33454,5.83943,6.14764,86.5821,5.75947,1.04013
vocCons[28],5.49637,0.0248207,0.231963,5.06368,5.53093,5.8195,87.3395,5.80985,1.04004
vocCons[29],5.79406,0.0265621,0.247187,5.32636,5.83038,6.13815,86.6023,5.76082,1.04013
vocCons[30],5.50956,0.0248977,0.232635,5.0758,5.54422,5.83362,87.3037,5.80747,1.04005
vocCons[31],5.34568,0.0239415,0.224298,4.92742,5.37847,5.65693,87.7707,5.83853,1.03998
vocCons[32],5.50585,0.0248761,0.232447,5.0724,5.54049,5.82968,87.3137,5.80813,1.04004
vocCons[33],5.26063,0.0234463,0.219986,4.84989,5.29276,5.56604,88.0322,5.85593,1.03994
vocCons[34],5.39552,0.024232,0.22683,4.97187,5.42856,5.71075,87.6237,5.82876,1.04
vocCons[35],9.41534,0.0480212,0.436927,8.57949,9.48411,9.99789,82.7847,5.50686,1.04008
vocCons[36],9.3069,0.0473748,0.43118,8.48285,9.37508,9.88226,82.8366,5.51032,1.04009
vocCons[37],9.30789,0.0473807,0.431232,8.48374,9.37609,9.88331,82.8361,5.51029,1.04009
vocCons[38],9.74543,0.04999,0.454434,8.87695,9.81801,10.3518,82.6372,5.49706,1.04005
vocCons[39],9.35078,0.0476363,0.433505,8.52196,9.41937,9.92898,82.8154,5.50891,1.04009
metabolism[1],-6.95564,6.5806,59.4871,-94.0789,-13.1519,89.1225,81.7175,5.43588,1.04368
metabolism[2],-6.99074,6.59214,59.4889,-94.0184,-13.2332,89.189,81.4365,5.41718,1.04384
metabolism[3],-7.00548,6.59358,59.5042,-94.1629,-13.2286,89.0497,81.4427,5.4176,1.04382
metabolism[4],-7.00698,6.59389,59.5023,-94.0337,-13.2104,89.1573,81.4301,5.41675,1.04385
metabolism[5],-6.99255,6.59504,59.5079,-94.2167,-13.2085,89.1832,81.4171,5.41589,1.04388
metabolism[6],-6.98824,6.5964,59.5085,-94.0226,-13.2506,89.2168,81.3849,5.41375,1.0439
metabolism[7],-7.00163,6.59368,59.5018,-94.0655,-13.1999,89.1287,81.4339,5.41701,1.04386
metabolism[8],-6.9604,6.58146,59.4883,-94.0588,-13.1665,89.2206,81.6993,5.43466,1.0437
metabolism[9],-6.95867,6.58129,59.494,-94.104,-13.1982,89.09,81.7194,5.436,1.04366
metabolism[10],-6.94458,6.58269,59.4874,-94.0674,-13.168,89.186,81.6665,5.43248,1.04371
metabolism[11],-7.01023,6.59447,59.5053,-94.1623,-13.2859,89.1515,81.424,5.41635,1.04384
metabolism[12],-7.00639,6.59456,59.503,-94.0313,-13.3089,89.2058,81.4152,5.41576,1.04388
metabolism[13],-7.0079,6.59495,59.5117,-94.124,-13.2571,89.1336,81.4297,5.41673,1.04384
metabolism[14],-7.00406,6.59504,59.5094,-94.0373,-13.2629,89.2126,81.4209,5.41614,1.04388
metabolism[15],-6.95889,6.58118,59.4901,-94.069,-13.1657,89.113,81.7113,5.43546,1.04367
metabolism[16],-6.95505,6.58126,59.4877,-94.0481,-13.1874,89.1638,81.7029,5.4349,1.04371
metabolism[17],-6.98585,6.59593,59.5025,-94.0782,-13.1739,89.1869,81.3802,5.41344,1.04388
metabolism[18],-6.90243,6.57829,59.4808,-94.0953,-13.0372,89.2829,81.7576,5.43854,1.04368
metabolism[19],-6.98585,6.59593,59.5025,-94.0782,-13.1739,89.1869,81.3802,5.41344,1.04388
metabolism[20],-7.00465,6.59437,59.5087,-94.0435,-13.2545,89.1394,81.4358,5.41713,1.04385
metabolism[21],-6.99666,6.59154,59.4915,-94.0935,-13.2214,89.2526,81.4584,5.41864,1.04387
metabolism[22],-6.93777,6.58396,59.4869,-94.057,-13.1748,89.2099,81.6336,5.43029,1.04374
metabolism[23],-7.0085,6.59427,59.5111,-94.1268,-13.2415,89.0604,81.4446,5.41772,1.04381
metabolism[24],-6.95493,6.5815,59.4918,-94.1142,-13.1954,89.2084,81.708,5.43524,1.04367
metabolism[25],-6.93293,6.58342,59.495,-94.131,-13.1857,89.1779,81.6692,5.43266,1.04372
metabolism[26],-6.92588,6.58419,59.4881,-94.1305,-13.2029,89.215,81.6312,5.43013,1.04376
metabolism[27],-7.0085,6.59427,59.5111,-94.1268,-13.2415,89.0604,81.4446,5.41772,1.04381
metabolism[28],-6.92408,6.57336,59.4675,-94.0553,-13.119,89.1628,81.8435,5.44426,1.04357
metabolism[29],-6.92408,6.57336,59.4675,-94.0553,-13.119,89.1628,81.8435,5.44426,1.04357
metabolism[30],-6.99255,6.59504,59.5079,-94.2167,-13.2085,89.1832,81.4171,5.41589,1.04388
metabolism[31],-6.99061,6.59681,59.5037,-94.0479,-13.2273,89.2073,81.3616,5.4122,1.0439
metabolism[32],-7.00639,6.59456,59.503,-94.0313,-13.3089,89.2058,81.4152,5.41576,1.04388
metabolism[33],-6.99499,6.59517,59.5137,-94.2258,-13.2692,89.2037,81.4295,5.41672,1.04386
metabolism[34],-6.99602,6.59517,59.5129,-94.2376,-13.2721,89.1993,81.4274,5.41658,1.04387
metabolism[35],-6.9784,6.59698,59.5011,-93.974,-13.1689,89.2081,81.3503,5.41145,1.04394
metabolism[36],-6.97502,6.59783,59.5096,-93.9561,-13.1602,89.1957,81.3528,5.41162,1.04394
metabolism[37],-6.98887,6.59662,59.5094,-94.0363,-13.1941,89.1967,81.3821,5.41357,1.04387
metabolism[38],-6.99018,6.59369,59.491,-94.0435,-13.2491,89.2416,81.4041,5.41502,1.04387
metabolism[39],-6.9979,6.59525,59.5085,-94.2296,-13.2363,89.2118,81.4133,5.41564,1.04387
thermalComf[1],19.484,10.8348,109.026,-174.527,25.161,183.935,101.255,6.73553,1.04618
thermalComf[2],19.7872,10.3262,104.545,-165.587,25.2527,178.509,102.501,6.81839,1.04505
thermalComf[3],19.6268,10.5634,106.531,-169.407,25.364,181.176,101.705,6.76544,1.04577
thermalComf[4],19.563,10.598,106.971,-170.029,25.0324,181.687,101.877,6.77691,1.0457
thermalComf[5],19.7914,10.1113,103.028,-164.211,25.4815,176.188,103.823,6.90631,1.0442
thermalComf[6],19.8837,10.3544,104.511,-165.235,25.1878,178.919,101.877,6.77687,1.04531
thermalComf[7],19.7908,10.2239,103.72,-164.237,24.7786,177.688,102.919,6.84619,1.04476
thermalComf[8],19.8885,10.1263,102.974,-163.977,25.3006,176.533,103.408,6.87873,1.04431
thermalComf[9],19.7891,10.2893,104.074,-164.729,24.5945,178.167,102.308,6.80557,1.04523
thermalComf[10],19.7659,10.2703,104.079,-164.86,24.7771,178.056,102.698,6.83148,1.04497
thermalComf[11],19.3613,10.7148,108.066,-172.821,25.152,182.588,101.721,6.76649,1.04606
thermalComf[12],19.7055,10.206,103.644,-164.406,24.7471,177.349,103.129,6.86016,1.04475
thermalComf[13],19.841,10.1727,103.275,-163.687,25.0743,176.795,103.066,6.85599,1.04457
thermalComf[14],19.603,10.3275,104.845,-166.529,24.938,178.699,103.063,6.85581,1.04487
thermalComf[15],19.7777,10.154,103.312,-164.795,24.7905,176.705,103.521,6.88628,1.04437
thermalComf[16],19.7564,10.0914,102.903,-164.206,25.5132,176.072,103.979,6.91674,1.04412
thermalComf[17],19.391,10.5897,107.289,-171.418,24.9771,182.366,102.647,6.82809,1.04533
thermalComf[18],19.7447,10.2536,104.069,-165.602,24.778,178.092,103.013,6.85243,1.04475
thermalComf[19],19.7555,10.1969,103.65,-164.629,24.8133,177.23,103.323,6.87309,1.04448
thermalComf[20],19.2609,10.7845,108.88,-173.926,25.0476,183.069,101.927,6.78024,1.04598
thermalComf[21],19.6244,10.3361,104.851,-166.572,24.8681,178.847,102.904,6.84522,1.04492
thermalComf[22],19.1423,10.7262,108.975,-174.2,25.0733,183.278,103.22,6.86621,1.04516
thermalComf[23],19.7619,10.1592,103.238,-164.083,24.6923,176.841,103.267,6.86938,1.04448
thermalComf[24],19.5573,10.3865,105.21,-167.107,24.6026,178.934,102.605,6.82535,1.0452
thermalComf[25],19.3139,10.5674,107.241,-171.642,25.2217,182.253,102.987,6.8507,1.04523
thermalComf[26],19.4342,10.099,103.757,-165.505,25.6964,176.538,105.553,7.02142,1.04347
thermalComf[27],19.4846,10.1532,104.101,-165.947,25.3609,177.02,105.125,6.99292,1.04357
thermalComf[28],19.3918,10.6375,107.624,-172.236,25.1941,182.202,102.363,6.80919,1.04555
thermalComf[29],19.523,10.4572,105.994,-168.963,25.1707,180.149,102.739,6.83426,1.04517
thermalComf[30],19.2034,10.3532,106.171,-170.066,25.0254,179.435,105.162,6.9954,1.04383
thermalComf[31],19.49,10.5084,106.359,-169.522,25.1131,180.642,102.442,6.81447,1.04533
thermalComf[32],19.4243,10.5985,107.174,-171.079,24.8598,181.661,102.256,6.80211,1.04549
thermalComf[33],19.1241,10.6293,108.009,-172.453,24.9569,182.187,103.256,6.86861,1.0452
thermalComf[34],19.632,10.2409,103.901,-165.073,24.5246,177.416,102.935,6.84729,1.0449
thermalComf[35],19.3203,10.6343,107.497,-172.155,24.8039,182.058,102.183,6.79728,1.04573
thermalComf[36],19.4164,10.4468,105.868,-168.905,24.528,179.822,102.699,6.83155,1.04533
thermalComf[37],19.4851,10.5052,106.263,-169.42,25.0496,180.563,102.319,6.80627,1.0454
thermalComf[38],19.1726,10.2865,105.104,-168.151,24.422,178.378,104.402,6.94488,1.04456
thermalComf[39],19.4622,10.6837,107.988,-172.627,25.4126,182.341,102.166,6.79611,1.04537
latentLightlevel[1],-13.9494,32.7132,240.625,-389.092,-16.6156,376.086,54.1049,3.59908,1.06524
latentLightlevel[2],-13.9793,32.7486,240.865,-389.833,-16.4124,376.216,54.0954,3.59845,1.06526
latentLightlevel[3],-14.0576,32.9653,242.482,-392.074,-16.7205,378.907,54.106,3.59915,1.06524
latentLightlevel[4],-13.9409,32.7077,240.587,-389.01,-16.5873,375.953,54.1061,3.59915,1.06523
latentLightlevel[5],-13.9785,32.7467,240.852,-389.826,-16.4131,376.186,54.0959,3.59847,1.06527
