,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
airQualityComf[12],0.428074,1.1849,1.71499,-2.29518,0.652544,2.67193,2.09487,0.0267992,5.36189
airQualityComf[13],-3.9401,0.734282,1.05741,-5.89103,-3.69328,-2.72242,2.07377,0.0265293,5.95061
airQualityComf[14],-0.484291,1.55568,2.209,-4.05763,0.423775,2.39439,2.01629,0.025794,15.9858
airQualityComf[15],0.904103,1.57137,2.23704,-3.14808,1.96114,3.06225,2.0267,0.0259272,10.8909
airQualityComf[16],-1.63763,1.07068,1.54185,-4.1823,-1.67078,0.475038,2.07378,0.0265295,9.03481
airQualityComf[17],-2.49487,1.63094,2.33547,-6.07151,-2.22573,0.961571,2.05057,0.0262325,7.97863
airQualityComf[18],-0.810796,0.24949,0.5833,-1.9153,-0.826369,0.069335,5.46613,0.069927,1.9092
airQualityComf[19],-1.38891,2.21912,3.15451,-6.70326,-0.848773,2.44761,2.02069,0.0258503,13.6587
airQualityComf[20],-0.347456,0.899966,1.3332,-1.90439,-0.463401,1.96276,2.1945,0.0280738,4.47363
airQualityComf[21],-1.53128,2.67008,3.79733,-7.79984,-0.619749,2.46248,2.02259,0.0258746,19.6431
airQualityComf[22],-0.0634168,1.14729,1.66243,-2.93158,0.721769,1.60776,2.09962,0.02686,5.71901
airQualityComf[23],-0.783928,1.17621,1.70275,-3.68364,-0.0857026,0.930838,2.09572,0.0268101,5.33617
airQualityComf[24],-2.17657,1.57288,2.27818,-5.50234,-2.34455,1.23948,2.09788,0.0268378,5.58457
airQualityComf[25],-1.53723,2.20984,3.14134,-6.5429,-1.1434,2.57765,2.02073,0.0258508,12.7934
airQualityComf[26],-0.248357,1.38988,1.98362,-3.6087,0.652712,2.01964,2.03686,0.0260571,11.0847
airQualityComf[27],-1.74941,1.45101,2.06662,-5.21073,-1.22334,0.759661,2.02854,0.0259507,13.8076
airQualityComf[28],-0.852867,0.939213,1.34384,-3.185,-0.745834,1.01645,2.04724,0.0261899,10.636
airQualityComf[29],-0.641964,2.13714,3.06256,-5.6659,1.3375,2.33217,2.05354,0.0262705,8.49837
airQualityComf[30],-0.5805,1.01956,1.51264,-2.71638,-0.507031,1.76202,2.20112,0.0281584,3.69758
airQualityComf[31],-0.34551,1.55893,2.25007,-4.4656,0.240376,2.41561,2.08323,0.0266503,8.57632
airQualityComf[32],-0.745082,0.984534,1.40268,-3.3268,-0.295645,0.672953,2.02981,0.025967,12.295
airQualityComf[33],-0.240717,2.82196,4.01506,-5.93473,-0.181114,5.51488,2.02434,0.025897,13.9585
airQualityComf[34],0.718577,0.951122,1.39718,-1.67703,0.609196,2.61078,2.15791,0.0276056,4.35687
airQualityComf[35],-0.485469,1.24595,1.78139,-3.08629,-0.623331,2.51361,2.04418,0.0261508,8.21557
airQualityComf[36],-1.08081,1.52273,2.16425,-4.1995,-0.457538,1.84492,2.02008,0.0258424,12.9765
airQualityComf[37],-2.31924,2.18552,3.11477,-7.43592,-1.55279,1.27302,2.03116,0.0259842,12.1151
airQualityComf[38],-0.299213,1.50026,2.15069,-2.53452,-0.636615,3.21804,2.05504,0.0262897,7.85606
airQualityComf[39],-0.292196,1.27249,1.81833,-2.98338,-0.197643,2.14641,2.04193,0.0261219,9.52287
airQualityComf[40],-0.845428,0.928341,1.35603,-2.38177,-1.0196,1.82375,2.13366,0.0272954,6.14381
airQualityComf[41],-0.826263,1.83751,2.61942,-5.41199,0.363284,1.47783,2.03213,0.0259967,10.4131
airQualityComf[42],-1.94692,1.54835,2.23485,-5.17658,-1.75963,1.49488,2.08332,0.0266515,7.2183
airQualityComf[43],-1.05516,0.866497,1.24747,-2.33515,-1.53882,1.03412,2.07264,0.0265148,5.81882
airQualityComf[44],-0.915922,0.931446,1.38765,-2.42364,-1.76529,1.58418,2.21946,0.0283931,3.87772
airQualityComf[45],-2.90633,2.10865,3.01638,-7.81629,-1.73986,0.114078,2.04628,0.0261776,9.96645
airQualityComf[46],0.283972,1.8999,2.71737,-3.57147,0.771417,4.0477,2.04568,0.0261699,9.34446
airQualityComf[47],0.421059,0.553988,0.914005,-0.575055,0.0441395,2.40561,2.72205,0.0348227,2.12016
airQualityComf[48],-0.541075,1.02561,1.4728,-2.78203,-0.241036,1.36327,2.06217,0.0263809,6.72252
airQualityComf[49],-1.78108,1.5763,2.24038,-4.22157,-0.984846,1.63022,2.02006,0.0258423,14.0075
airQualityComf[50],-1.21314,0.955116,1.37348,-3.57406,-0.592374,0.119397,2.06791,0.0264544,6.34782
airQualityComf[51],-0.0849951,1.14229,1.64511,-2.24216,0.0207267,2.3539,2.07413,0.0265339,7.3857
airQualityComf[52],-0.80681,1.08027,1.55743,-2.80562,-0.785156,1.84617,2.07851,0.0265899,8.44085
airQualityComf[53],-0.654772,1.99513,2.83452,-5.00097,0.0426858,3.04715,2.01845,0.0258217,13.3853
airQualityComf[54],0.443066,2.07116,2.9425,-2.60729,-0.421025,5.48189,2.01839,0.0258208,17.1448
airQualityComf[55],-0.858204,2.02244,2.90745,-5.768,0.0789236,2.23876,2.06668,0.0264386,6.56092
airQualityComf[56],-1.14935,1.44216,2.05069,-3.23541,-0.313274,1.82456,2.02195,0.0258664,12.0342
airQualityComf[57],-2.17959,2.33977,3.32871,-7.92063,-0.74024,0.656499,2.02399,0.0258925,11.5348
airQualityComf[58],-2.21193,1.7735,2.52297,-6.4521,-1.35633,0.997585,2.02378,0.0258899,11.9806
airQualityComf[59],-0.129101,1.75849,2.51352,-4.19695,0.653671,2.77466,2.04307,0.0261366,11.0507
airQualityComf[60],-1.40141,1.58523,2.26106,-5.0939,-0.420623,0.840143,2.03442,0.0260259,9.18227
airQualityComf[61],-2.42653,1.24871,1.7862,-5.43446,-1.39838,-0.519456,2.04612,0.0261756,8.42641
airQualityComf[62],-0.736698,0.896339,1.32653,-2.53941,-0.714032,1.14996,2.19022,0.028019,4.11302
airQualityComf[63],-0.129166,2.01792,2.88788,-5.18535,1.2157,2.43435,2.04809,0.0262008,9.39365
airQualityComf[64],-1.53921,1.37877,1.98764,-4.3698,-1.42128,1.93109,2.07821,0.0265861,6.4018
airQualityComf[65],-0.470387,1.24067,1.77429,-3.6665,-0.0629407,1.45595,2.04519,0.0261638,8.34549
airQualityComf[66],-1.35025,2.67261,3.80142,-6.95068,-0.88867,3.8147,2.02312,0.0258814,11.4129
airQualityComf[67],-1.30743,1.12054,1.61906,-3.64134,-0.8229,0.87544,2.08773,0.0267079,5.10682
airQualityComf[68],-0.051501,1.38345,1.98544,-2.7892,-0.171888,2.63194,2.05962,0.0263484,7.41451
airQualityComf[69],-1.0425,1.85571,2.65191,-5.24453,-0.812179,2.31104,2.0422,0.0261255,9.03887
airQualityComf[70],-1.71594,1.8543,2.66808,-5.0882,-2.65179,2.45637,2.07033,0.0264853,6.15645
airQualityComf[71],-1.25907,1.82211,2.59054,-5.55915,-0.83985,1.85385,2.02132,0.0258583,15.1489
airQualityComf[72],-1.20081,1.67789,2.38766,-5.01252,0.205833,1.28288,2.02496,0.0259049,13.0859
airQualityComf[73],-1.61017,1.00702,1.57458,-4.25181,-1.14047,0.594722,2.44484,0.0312764,2.52072
airQualityComf[74],-1.18166,2.32261,3.32854,-6.87557,0.510725,2.05293,2.05378,0.0262736,9.91661
airQualityComf[75],-1.60657,1.98499,2.82196,-6.3865,-0.694524,1.7658,2.02109,0.0258553,17.6057
airQualityComf[76],-0.655306,1.23604,1.8227,-3.05359,-1.35298,2.54435,2.17451,0.027818,6.0253
airQualityComf[77],-0.665519,2.43092,3.46288,-6.31785,0.575505,2.83267,2.02924,0.0259597,15.5177
airQualityComf[78],-1.21053,1.07287,1.55787,-3.93032,-0.460435,0.387179,2.10846,0.026973,5.05871
airQualityComf[79],-1.81657,0.972539,1.40367,-3.97226,-1.61066,0.457772,2.08313,0.0266491,6.27187
airQualityComf[80],-1.7439,0.910592,1.31507,-3.61259,-1.92458,0.34308,2.08569,0.0266818,6.13791
airQualityComf[81],-0.811545,2.31653,3.28767,-5.95019,-0.530819,3.44801,2.01418,0.025767,23.9974
airQualityComf[82],0.58998,1.18169,1.71434,-2.00601,0.907597,2.77903,2.10468,0.0269247,5.39202
airQualityComf[83],-0.845983,2.31382,3.29457,-4.11137,-1.47532,4.53588,2.02738,0.0259359,10.1906
airQualityComf[84],-0.54624,1.31798,1.90739,-4.10692,0.155814,1.44396,2.09441,0.0267933,6.39019
airQualityComf[85],-0.790914,0.723392,1.2136,-2.06098,-1.43322,1.38047,2.81452,0.0360056,2.02938
airQualityComf[86],-2.03714,1.71503,2.46261,-5.39018,-2.38369,2.00397,2.0618,0.0263762,7.42799
airQualityComf[87],-0.135863,2.11844,3.02217,-3.46798,0.404213,4.39226,2.03519,0.0260358,10.3006
airQualityComf[88],-0.7301,0.653703,0.973969,-2.32186,-0.419177,0.745605,2.21988,0.0283984,3.51368
airQualityComf[89],-0.509537,3.75202,5.32267,-6.51591,1.3599,7.34333,2.01246,0.025745,23.5825
airQualityComf[90],-2.0797,1.59632,2.28876,-4.5522,-2.94729,1.77668,2.05571,0.0262983,7.82632
airQualityComf[91],-0.153015,1.82718,2.60827,-4.23345,0.834887,2.81496,2.03769,0.0260678,11.2539
airQualityComf[92],-0.118408,1.44556,2.05715,-3.79641,0.911635,1.39894,2.02515,0.0259074,10.7208
airQualityComf[93],-2.52757,2.09304,2.98799,-7.57086,-1.6386,0.238892,2.03799,0.0260716,9.28374
airQualityComf[94],-1.70373,1.79176,2.5696,-5.72007,-1.32861,1.58906,2.05672,0.0263112,7.80141
airQualityComf[95],0.112859,1.73376,2.48881,-4.40735,1.18737,2.35712,2.06065,0.0263615,6.97682
airQualityComf[96],0.894379,1.83779,2.60791,-3.24168,1.34511,4.15708,2.01369,0.0257607,17.327
airQualityComf[97],-1.5225,0.910913,1.30238,-3.49629,-1.41521,0.254962,2.04419,0.0261509,8.03997
airQualityComf[98],-0.375666,1.61641,2.32188,-3.28983,-0.0827064,2.97118,2.06338,0.0263964,7.67327
airQualityComf[99],-2.01159,1.80759,2.58579,-6.77389,-0.667398,0.181938,2.04638,0.026179,11.3882
airQualityComf[100],-1.26627,0.910099,1.35287,-2.89064,-1.85544,0.817276,2.20969,0.0282682,4.54346
airQualityComf_std,1.54592,0.26559,0.37805,1.20739,1.36323,2.22376,2.02614,0.02592,10.37014
bComfort[1],-4.98826,3.98305,5.65251,-14.2344,-2.6137,1.50712,2.01396,0.0257641,18.5928
bComfort[2],-1.23372,1.56825,2.24144,-4.22836,-1.27965,2.72027,2.04279,0.026133,11.8396
bComfort[3],-2.55969,2.28645,3.25134,-8.20376,-0.555131,0.405644,2.02209,0.0258682,12.9426
bComfort[4],-1.30598,2.35066,3.33787,-6.78728,0.330602,2.44982,2.01632,0.0257944,15.3566
bComfort[5],-5.56319,3.86424,5.48012,-14.5182,-2.00346,-0.178949,2.01119,0.0257287,27.901
bComfort[6],-5.13575,3.86243,5.4847,-14.4223,-3.23854,0.615727,2.01644,0.0257959,15.3852
bComfort[7],-0.636091,2.2649,3.22818,-4.90302,-0.996399,4.84189,2.03151,0.0259887,12.2865
bComfort[8],-0.199537,4.17374,5.91947,-9.90093,1.13424,6.66878,2.01148,0.0257324,25.1003
bComfort[9],-0.473342,0.285954,0.623562,-1.26336,-0.494739,0.489472,4.75517,0.0608319,1.55973
bComfort[10],0.787582,3.35334,4.78759,-3.51076,-0.580972,9.87008,2.03835,0.0260762,12.8965
bComfort[11],-3.31349,1.98915,2.82885,-8.37754,-1.71504,-1.21072,2.02248,0.0258731,11.4149
bComfort[12],-1.51011,2.0072,2.92107,-7.47823,-1.06583,1.62406,2.11787,0.0270935,6.56677
bComfort[13],-1.76756,2.34452,3.32582,-6.0862,-1.54779,3.37489,2.01229,0.0257428,22.2382
bComfort[14],0.360282,0.874806,1.29453,-1.7723,0.566341,1.76769,2.18979,0.0280135,3.55178
bComfort[15],-0.532842,2.20561,3.15918,-5.98435,1.01334,2.51291,2.05159,0.0262456,8.47302
bComfort[16],-0.540628,1.06823,1.5183,-2.79747,0.209036,1.05202,2.02017,0.0258436,12.0286
bComfort[17],-5.59835,2.38807,3.41461,-10.586,-5.3188,-0.4407,2.0445,0.0261549,8.15348
bComfort[18],-4.33576,2.83433,4.07304,-10.1993,-3.3459,1.1848,2.06508,0.0264181,9.9763
bComfort[19],0.282139,0.872189,1.25663,-1.1801,0.46492,1.98163,2.07583,0.0265556,6.43667
bComfort[20],1.89016,1.95522,2.77781,-1.4117,1.03491,6.54357,2.01843,0.0258214,13.8519
bComfort[21],0.408523,1.37963,1.98323,-1.96723,-0.264222,4.22033,2.06642,0.0264353,8.11491
bComfort[22],2.78601,2.17715,3.09596,-0.260518,1.5097,8.07675,2.02214,0.0258688,14.4218
bComfort[23],-5.31321,1.6859,2.40763,-8.29472,-6.08392,-1.27228,2.03945,0.0260902,11.7199
bComfort[24],-5.73906,2.73217,3.89898,-10.6664,-4.19349,-0.460237,2.0365,0.0260525,8.68288
bComfort[25],-5.60599,5.80621,8.27754,-21.7587,-1.51598,0.524927,2.03244,0.0260005,18.7488
bComfort[26],-4.21121,3.04725,4.32887,-10.5127,-2.90996,1.83976,2.01805,0.0258166,15.6826
bComfort[27],0.546606,2.13011,3.03413,-3.06998,2.4919,4.09062,2.02892,0.0259555,10.9542
bComfort[28],-3.80353,3.1301,4.43671,-11.0066,-0.4727,0.277119,2.00912,0.0257022,32.0051
bComfort[29],-4.30685,3.32252,4.78434,-12.0199,-3.09762,1.709,2.07353,0.0265262,8.64752
bComfort[30],-2.56671,2.64519,3.75689,-8.11238,-1.41359,2.24225,2.01717,0.0258053,25.9018
bComfort[31],-3.64263,2.91029,4.12906,-10.3486,-2.85238,1.57368,2.01295,0.0257512,29.6233
bComfort[32],-2.32101,0.971562,1.43169,-4.1401,-2.45275,-0.272536,2.17148,0.0277793,4.2901
bComfort[33],0.00520952,1.96184,2.79996,-3.00858,-1.25726,4.7664,2.03692,0.026058,8.64846
bComfort[34],1.44366,0.787007,1.23948,-1.36914,1.5269,3.24271,2.4804,0.0317313,4.54944
bComfort[35],-1.34299,1.72793,2.45709,-5.67963,0.0165138,1.07388,2.02206,0.0258677,12.2294
bComfort[36],-2.27725,0.881278,1.27987,-4.01788,-2.22691,0.0392988,2.10915,0.026982,6.26542
bComfort[37],-3.26104,3.41063,4.89508,-12.4111,-1.58482,1.33532,2.05991,0.0263521,9.34881
bComfort[38],-4.48282,4.46545,6.33985,-14.9009,-1.37224,2.22142,2.0157,0.0257865,14.7129
bComfort[39],-3.63264,4.47562,6.34287,-14.5565,-0.17131,1.45368,2.00847,0.025694,38.2234
bComfort[40],-3.60913,5.10045,7.24503,-15.7985,0.361912,2.61923,2.01773,0.0258124,20.5521
bComfort[41],-1.58728,2.72598,3.91607,-7.95294,-1.03323,2.82873,2.06374,0.026401,10.2688
bComfort[42],-2.28349,1.66074,2.36035,-6.4301,-1.18025,-0.0884025,2.02,0.0258414,14.3644
bComfort[43],-4.07415,1.75424,2.49536,-7.14308,-4.70928,0.141425,2.02344,0.0258854,12.498
bComfort[44],-1.85759,2.25685,3.20842,-4.97576,-2.38225,3.65319,2.02105,0.0258549,13.3054
bComfort[45],-5.65197,2.84267,4.03966,-12.2785,-3.32814,-1.67721,2.01947,0.0258347,14.7756
bComfort[46],0.20096,3.25287,4.61413,-7.35856,1.53197,5.36402,2.01208,0.0257401,22.8879
bComfort[47],-4.37139,3.24847,4.61144,-11.2235,-1.96094,1.72799,2.01519,0.0257799,15.6839
bComfort[48],-3.11649,2.20368,3.12758,-7.63562,-0.810592,0.158764,2.01427,0.0257682,23.6499
bComfort[49],1.3528,4.85124,6.89992,-4.28373,-1.12319,14.2369,2.02293,0.025879,19.821
bComfort[50],-1.0304,1.37213,1.96327,-4.23322,-0.430368,1.30579,2.04725,0.0261901,11.3096
bComfort[51],1.32884,1.97682,2.88498,-3.0211,3.29398,4.47067,2.12987,0.0272469,4.70769
bComfort[52],-1.41153,2.69425,3.82238,-7.94704,-0.413354,3.01344,2.01277,0.0257489,21.236
bComfort[53],-1.93296,1.00312,1.47194,-3.97499,-2.12792,0.140919,2.15316,0.027545,4.7572
bComfort[54],-1.7383,1.0668,1.65584,-4.09974,-1.65272,0.43244,2.40919,0.0308203,3.4404
bComfort[55],-5.78357,5.63409,7.99121,-19.5558,-1.67111,1.03217,2.01177,0.0257361,25.3868
bComfort[56],-0.240321,1.87063,2.65518,-4.79574,1.14561,2.32522,2.01469,0.0257736,17.0012
bComfort[57],-10.3467,9.28607,13.156,-33.0668,-3.21476,-0.23322,2.00716,0.0256772,50.4032
bComfort[58],-4.05701,2.68989,3.83933,-9.66387,-3.81211,0.780915,2.03724,0.026062,12.3958
bComfort[59],-0.457826,2.32105,3.3271,-5.08311,-0.720575,4.12993,2.05476,0.0262861,7.80122
bComfort[60],-2.66394,0.80134,1.28963,-4.26386,-3.04024,-0.826745,2.58998,0.0331331,2.33942
bComfort[61],-0.362867,0.827754,1.19528,-2.30377,-0.110637,1.22561,2.08516,0.026675,5.38267
bComfort[62],-1.29109,1.52455,2.20007,-4.32145,-1.6876,1.97418,2.08253,0.0266414,6.35666
bComfort[63],-0.381866,1.35674,1.95381,-3.58298,-0.0664927,2.53659,2.07384,0.0265303,7.89878
bComfort[64],-1.32529,1.50529,2.1523,-4.22391,-0.26207,1.76501,2.04438,0.0261534,9.85622
bComfort[65],-4.5657,6.14631,8.7072,-19.7609,0.106232,1.41723,2.00691,0.025674,54.1716
bComfort[66],-4.49597,4.35622,6.17839,-14.083,-0.846735,2.4381,2.01155,0.0257333,27.4804
bComfort[67],-2.12909,1.20943,1.74834,-3.96109,-2.75393,0.942757,2.08974,0.0267336,5.57788
bComfort[68],-3.12809,2.12693,3.0206,-6.49053,-1.98744,1.48754,2.01688,0.0258015,15.7355
bComfort[69],-4.80373,2.26976,3.23231,-8.23806,-4.49306,0.151863,2.028,0.0259438,13.7959
bComfort[70],-1.94636,1.90034,2.69556,-6.05746,-1.86433,1.71519,2.01203,0.0257395,20.1726
bComfort[71],-3.6832,4.08266,5.81672,-13.5805,-1.7172,1.56531,2.02988,0.0259678,11.0262
bComfort[72],-5.04577,6.33753,8.97776,-20.5329,0.640484,1.36125,2.00676,0.0256721,62.2772
bComfort[73],-0.207979,1.3782,1.97806,-2.84485,-0.583833,3.08342,2.05996,0.0263526,6.79588
bComfort[74],-2.5494,4.90543,6.95376,-14.6674,1.32898,2.06586,2.00948,0.0257069,26.9501
bComfort[75],-3.20605,2.04839,2.93647,-7.47961,-3.38855,1.69401,2.05506,0.02629,8.51182
bComfort[76],-0.650935,2.82468,4.00951,-7.59505,1.39969,2.82203,2.01486,0.0257757,20.0499
bComfort[77],1.85923,3.25109,4.64816,-4.03898,2.50441,9.21961,2.0441,0.0261498,11.1353
bComfort[78],-1.88649,1.88345,2.70466,-5.15563,-2.71007,1.92586,2.06215,0.0263806,6.66931
bComfort[79],-1.16661,1.1981,1.74283,-4.22594,-0.435439,0.633533,2.11605,0.0270701,4.89895
bComfort[80],-3.85732,2.21003,3.15769,-8.62255,-2.38211,0.423166,2.04147,0.0261161,10.384
bComfort[81],3.37639,2.82494,4.01111,-0.880327,5.09707,9.16317,2.0161,0.0257915,17.1129
bComfort[82],0.157375,1.12411,1.63043,-1.77683,-0.343729,2.95306,2.1037,0.0269123,5.88524
bComfort[83],1.33298,2.77142,3.95248,-3.33028,-0.185446,7.87642,2.03393,0.0260197,12.2756
bComfort[84],-5.58546,4.14912,5.88421,-15.5557,-2.74494,0.462792,2.01125,0.0257295,25.2109
bComfort[85],-1.91115,1.35284,1.93763,-5.41855,-1.34046,0.177263,2.0514,0.0262431,8.0343
bComfort[86],-5.18966,3.07538,4.375,-12.7178,-2.99459,-1.5588,2.02377,0.0258896,12.6361
bComfort[87],0.100788,0.736278,1.1419,-2.37297,0.29233,1.50214,2.40532,0.0307707,3.88603
bComfort[88],-2.17907,2.98225,4.23753,-10.0218,0.133566,0.736128,2.01901,0.0258288,12.8576
bComfort[89],-3.3258,1.58118,2.24955,-7.14236,-1.95341,-0.921355,2.02408,0.0258936,12.9393
bComfort[90],0.679782,1.73304,2.47726,-2.64092,1.59875,4.58101,2.04327,0.0261391,9.28403
bComfort[91],-2.53356,3.25512,4.63033,-9.98947,1.04902,1.84977,2.02343,0.0258854,17.4211
bComfort[92],-1.10995,2.15936,3.07282,-6.46074,0.0153441,1.90731,2.02499,0.0259053,13.7905
bComfort[93],-0.0178411,1.41953,2.031,-2.4495,-0.672332,3.35663,2.04707,0.0261877,9.41905
bComfort[94],-3.99995,2.39594,3.4053,-9.11123,-1.7784,0.275887,2.02003,0.0258418,16.6748
bComfort[95],-2.3083,1.33324,2.06692,-4.58844,-3.4706,1.55209,2.40344,0.0307467,4.14265
bComfort[96],2.13053,1.01826,1.51973,0.580922,1.45683,4.65609,2.22748,0.0284957,4.17356
bComfort[97],-5.47002,6.28098,8.91173,-20.9392,-0.721329,2.35597,2.01312,0.0257534,20.0628
bComfort[98],-0.980769,1.84098,2.63595,-4.80297,-0.609964,2.4465,2.05011,0.0262267,9.21859
bComfort[99],-3.92816,6.27023,8.88478,-19.5028,0.820137,2.3937,2.00783,0.0256857,49.8632
bComfort[100],-0.391488,1.35483,1.93746,-3.46126,-0.268713,2.47882,2.04501,0.0261614,8.73504
bComfort_std,1.67652,0.58143,0.82857,1.032,1.45615,3.27304,2.0308,0.02598,18.36853
c,-0.19084,0.29763,0.43464,-0.93117,-0.00073,0.26162,2.13262,0.02728,4.36528
c1,-0.33112,0.32314,0.46117,-0.84307,-0.18272,0.21221,2.03685,0.02606,8.5734
c2,-0.01462,0.01814,0.02574,-0.05898,-0.00621,0.01289,2.01456,0.02577,15.34512
b3,0.38535,0.32609,0.46715,-0.4295,0.63234,0.9017,2.05228,0.02625,8.67769
b1,-0.31675,0.26581,0.37919,-0.89657,-0.29548,0.19809,2.03502,0.02603,11.57704
b2,0.03812,0.03213,0.04721,-0.04307,0.04966,0.09571,2.15904,0.02762,4.16216
acSystem[1],-0.272153,2.07083,2.93894,-5.33721,0.815208,2.57224,2.01415,0.0257667,22.8033
acSystem[2],1.25216,3.09318,4.60906,-6.18131,0.781093,8.49678,2.22031,0.0284039,3.77362
acSystem[3],-0.265638,1.85357,2.66154,-4.46255,0.320281,3.59082,2.06181,0.0263764,6.22838
acSystem[4],0.124955,1.2215,1.86113,-2.46211,0.231464,3.43227,2.3215,0.0296985,3.91463
acSystem[5],-2.26195,1.66252,2.59444,-7.80838,-1.13707,0.150774,2.4353,0.0311543,4.48479
acSystem[6],0.460922,1.76015,2.52014,-3.47669,0.605921,3.51171,2.04998,0.0262249,7.31825
acSystem[7],3.05032,2.61798,3.75913,-0.73743,1.55491,9.20058,2.06177,0.0263758,6.5191
acSystem[8],1.24126,1.09032,1.5585,-0.536692,0.740676,4.10301,2.04316,0.0261377,8.28701
acSystem[9],0.317162,0.893177,1.30545,-1.90005,0.33674,1.86401,2.13621,0.0273281,4.22845
acSystem[10],4.15503,2.93291,4.17715,-0.645178,4.82193,11.1405,2.02845,0.0259495,14.5954
acSystem[11],1.80165,1.50442,2.16263,-1.31312,1.463,4.90778,2.06646,0.0264358,6.79433
acSystem[12],1.36226,1.6827,2.41167,-1.10037,0.607288,5.68421,2.0541,0.0262776,7.36737
acSystem[13],-1.96144,1.64299,2.34445,-5.77178,-1.12453,1.30731,2.03617,0.0260483,10.7316
acSystem[14],2.24359,3.38551,4.80616,-4.10161,1.48094,9.87101,2.01534,0.0257818,15.6696
acSystem[15],-1.78283,3.25105,4.6524,-9.97171,0.377924,3.48751,2.04789,0.0261983,10.5688
acSystem[16],-0.15857,2.42093,3.47836,-6.32682,1.60834,3.22821,2.06435,0.0264088,8.57562
acSystem[17],-1.71775,2.05465,2.93416,-5.6862,-1.74301,2.56933,2.03935,0.026089,11.964
acSystem[18],0.0649576,1.1677,1.76529,-2.64663,-0.394842,3.02343,2.28544,0.0292371,3.92355
acSystem[19],2.22761,1.71871,2.45945,-0.0978003,1.14646,6.6089,2.04772,0.0261961,8.82363
acSystem[20],0.255513,2.14904,3.11662,-3.50634,-1.07924,5.2425,2.1032,0.0269058,5.93379
acSystem[21],-1.43279,0.962515,1.40609,-4.00118,-1.19917,0.626157,2.13407,0.0273007,4.52066
acSystem[22],2.34837,3.81332,5.41021,-4.24082,1.2292,11.3362,2.0129,0.0257506,22.2511
acSystem[23],0.136938,1.36139,2.00777,-3.14806,1.01746,2.17709,2.17501,0.0278245,3.69581
acSystem[24],2.433,2.41368,3.45218,-1.63159,1.95355,7.76536,2.04563,0.0261694,7.89565
acSystem[25],-1.58044,3.60171,5.12098,-10.4387,-0.368842,3.72982,2.02157,0.0258615,12.5941
acSystem[26],0.691381,0.358568,0.721503,-0.0758594,0.534812,2.33057,4.04887,0.0517964,2.61902
acSystem[27],1.89281,1.9407,2.79022,-1.29068,1.84532,6.79045,2.06709,0.0264439,7.17798
acSystem[28],1.27955,0.715694,1.151,-0.315516,1.0514,3.00766,2.58639,0.0330871,2.90619
acSystem[29],-0.157549,2.15899,3.09047,-5.69731,0.49441,3.64382,2.04903,0.0262128,10.6815
acSystem[30],3.68424,1.35677,2.01749,0.860678,3.9205,6.23914,2.21113,0.0282865,3.94011
acSystem[31],0.49611,1.55197,2.22569,-2.35176,1.42008,3.98842,2.05666,0.0263105,7.84237
acSystem[32],1.46988,2.50231,3.56384,-2.24561,0.087012,7.84224,2.02841,0.025949,12.7384
acSystem[33],1.76282,3.79645,5.38912,-5.56986,2.37799,9.68264,2.01502,0.0257778,17.3302
acSystem[34],3.0515,1.66051,2.36087,0.637527,3.15667,6.76535,2.02145,0.02586,14.1622
acSystem[35],2.49708,1.51273,2.30872,-1.82739,2.45043,5.89145,2.32928,0.029798,3.64196
acSystem[36],0.878101,1.28064,1.84656,-1.55192,0.565142,4.23891,2.0791,0.0265975,5.49031
acSystem[37],3.49208,1.71944,2.45048,0.215905,3.39911,7.24789,2.03108,0.0259832,11.2323
acSystem[38],1.93129,2.13736,3.12876,-2.11396,1.47033,7.08102,2.14284,0.0274129,4.48753
acSystem[39],0.0471099,2.01772,2.94989,-4.66208,1.20352,3.35035,2.13743,0.0273437,6.89428
acSystem[40],-0.763586,0.736162,1.1314,-2.43855,-0.956585,1.6239,2.36204,0.030217,3.23985
acSystem[41],0.766566,3.40075,4.84704,-7.78575,1.82148,6.29157,2.03144,0.0259878,13.0282
acSystem[42],0.695632,1.10812,1.69248,-1.74435,0.909369,3.14762,2.33278,0.0298427,3.08335
acSystem[43],1.44908,1.51663,2.20895,-0.912099,0.551923,5.08044,2.12136,0.0271381,5.74463
acSystem[44],2.72636,2.09151,3.01335,-0.240862,1.71104,8.44396,2.07578,0.026555,7.2797
acSystem[45],3.59311,0.383931,0.78962,2.66887,3.6221,5.15428,4.22988,0.0541121,1.59782
acSystem[46],1.11252,2.9812,4.23932,-5.99647,3.10822,5.39635,2.02214,0.0258689,11.9486
acSystem[47],2.13402,2.23578,3.18004,-2.0586,1.34535,7.52697,2.02304,0.0258804,12.7537
acSystem[48],3.40164,1.54944,2.20556,-0.162693,3.94096,5.66601,2.02623,0.0259211,18.308
acSystem[49],4.47008,1.72123,2.48084,1.45802,5.82246,7.52274,2.07741,0.0265759,8.6247
acSystem[50],1.62663,2.54044,3.63935,-2.90821,0.201315,7.28845,2.05225,0.026254,9.78142
acSystem[51],2.86842,2.60467,3.72,-2.3813,2.13506,8.55575,2.03976,0.0260942,8.3368
acSystem[52],-0.466283,1.57377,2.28401,-4.59534,0.601591,2.4432,2.10626,0.026945,5.15551
acSystem[53],0.0345106,1.41326,2.04765,-3.77079,0.727176,2.03077,2.09926,0.0268554,5.80019
